name,domain,website,linkedin_url,industry,employee_range,employees_on_linkedin,hq_city,hq_state,hq_country,source
Kura Sushi Usa,kurasushi.com,https://kurasushi.com,https://www.linkedin.com/company/kura-sushi-usa,Restaurants,1001-5000,826,Irvine,California,United States,aiark+blitz
Kwik Shop Inc.,kwikshop.com,https://www.kwikshop.com,https://www.linkedin.com/company/kwik-shop-inc.,Retail,1001-5000,746,Westborough,Massachusetts,United States,aiark+blitz
"Kwik Trip, Inc.",kwiktrip.com,https://jobs.kwiktrip.com,https://www.linkedin.com/company/kwik-trip-inc-,Retail,10001+,9811,La Crosse,Wisconsin,United States,aiark+blitz
"KYOCERA Document Solutions America, Inc.",kyoceradocumentsolutions.us,http://www.kyoceradocumentsolutions.us,https://www.linkedin.com/company/kyocera-document-solutions-america-inc,retail office equipment,,1167,Fairfield,New Jersey,United States,aiark
L Brands,bbwinc.com,https://www.bbwinc.com,https://www.linkedin.com/company/lbrands,retail,,9926,Columbus,Ohio,United States,aiark
L&M Companies,lmcompanies.com,http://www.lmcompanies.com,https://www.linkedin.com/company/l-&-m,food and beverage manufacturing,,812,Raleigh,North Carolina,United States,aiark
L'Auberge Del Mar,laubergedelmar.com,https://www.laubergedelmar.com,https://www.linkedin.com/company/laubergedelmar,Hospitality,501-1000,95,Del Mar,California,United States,blitz
L.A.Tan Corporate,latan.com,https://www.latan.com,https://www.linkedin.com/company/l.a.tan-corporate,Retail,1001-5000,107,Lincolnwood,Illinois,United States,blitz
L.L.Bean,llbean.com,http://www.llbean.com,https://www.linkedin.com/company/llbean,retail,,3488,Freeport,Maine,United States,aiark
La & Sf Specialty,laspecialty.com,https://www.laspecialty.com,https://www.linkedin.com/company/l-a--&-s-f--specialty,Food and Beverage Services,501-1000,85,Santa Fe Springs,California,United States,blitz
LA BODEGUITA,,,https://www.linkedin.com/company/la-bodeguita,restaurants,,969,San Antonio,Texas,United States,aiark
La Cage Brasserie Sportive,cage.ca,http://www.cage.ca,https://www.linkedin.com/company/la-cage-brasserie-sportive,restaurants,,670,Boucherville,Qc,Canada,aiark
La Cevicheria,lacevicheriacartagena.com,http://lacevicheriacartagena.com,https://www.linkedin.com/company/la-cevicheria,food and beverage services,,1135,Los Angeles,California,United States,aiark
La Colombe Coffee Workshop,lacolombe.com,http://www.lacolombe.com,https://www.linkedin.com/company/la-colombe-coffee-workshop,food and beverage services,,501,Philadelphia,Pennsylvania,United States,aiark
la Madeleine Bakery & Cafe,lamadeleine.com,https://lamadeleine.com/?utm_source=linkedin&utm_medium=social&utm_campaign=general,https://www.linkedin.com/company/la-madeleine,restaurants,,920,Dallas,Texas,United States,aiark
La Maison Simons,simons.ca,https://simons.ca,https://www.linkedin.com/company/maisonsimons,Retail,1001-5000,1735,,Québec,Canada,aiark+blitz
La Quinta L.L.C,laquintamathis.com,https://laquintamathis.com,https://www.linkedin.com/company/la-quinta-l.l.c.,Hospitality,5001-10000,7,Irving,Texas,United States,blitz
La Quinta Resort & Club,laquintaresort.com,https://www.laquintaresort.com,https://www.linkedin.com/company/la-quinta-resort-&-club,Hospitality,1001-5000,420,La Quinta,California,United States,blitz
La Senza,lasenza.com,http://www.lasenza.com,https://www.linkedin.com/company/la-senza,retail,,920,,,United States,aiark
La Surtidora,lasurtidorainc.com,http://www.lasurtidorainc.com,https://www.linkedin.com/company/la-surtidora,warehousing and storage,,599,San Francisco,California,United States,aiark
La Vie En Rose,lavieenrose.com,http://www.lavieenrose.com,https://www.linkedin.com/company/la-vie-en-rose,retail,,2235,Montreal,Quebec,Canada,aiark
La-Z-Boy Furniture Galleries,la-z-boy.com,http://lazboy.COM,https://www.linkedin.com/company/la-z-boy-furniture-galleries,retail,,952,Melbourne,Florida,United States,aiark
Labatt Breweries of Canada,labatt.com,http://www.labatt.com,https://www.linkedin.com/company/labatt,beverage manufacturing,,2016,Toronto,Ontario,Canada,aiark
Labatt Food Service,labattfood.com,https://www.labattfood.com,https://www.linkedin.com/company/labattfood,Food and Beverage Services,1001-5000,869,San Antonio,Texas,United States,aiark+blitz
Lacrosse Unlimited,lacrosseunlimited.com,https://www.lacrosseunlimited.com/job-board,https://www.linkedin.com/company/lacrosse-unlimited,Retail,501-1000,407,Edgewood,New York,United States,blitz
Lactalis American Group,lactalisamericangroup.com,http://lactalisamericangroup.com,https://www.linkedin.com/company/lactalis-american-group,food and beverage manufacturing,,1133,Buffalo,New York,United States,aiark
Lactalis Canada,lactalis.ca,http://www.lactalis.ca,https://www.linkedin.com/company/lactalis-canada,food and beverage manufacturing,,1589,Toronto,Ontario,Canada,aiark
"Lafayette Venetian Blind, Inc",lafvb.com,https://lafvb.com,https://www.linkedin.com/company/lafayette-venetian-blind-inc.,Retail,501-1000,89,West Lafayette,Indiana,United States,blitz
LaFontaine Automotive Group,familydeal.com,http://www.familydeal.com,https://www.linkedin.com/company/lafontaine-automotive-group,motor vehicle manufacturing,,1148,Highland,Michigan,United States,aiark
Lafrance Hospitality,lafrancehospitality.com,https://www.lafrancehospitality.com,https://www.linkedin.com/company/lafrance-hospitality-company,Hospitality,501-1000,123,Westport,Massachusetts,United States,blitz
LAGOS,lagos.com,http://www.lagos.com,https://www.linkedin.com/company/lagos,retail luxury goods and jewelry,,623,Philadelphia,Pennsylvania,United States,aiark
Lakeshore Learning Materials,lakeshorelearning.com,https://www.lakeshorelearning.com,https://www.linkedin.com/company/lakeshore-learning-materials,Retail,1001-5000,2026,Carson,California,United States,aiark+blitz
"Lakeside Foods, Inc.",lakesidefoods.com,http://lakesidefoods.com,https://www.linkedin.com/company/lakeside-foods,food and beverage manufacturing,,626,Manitowoc,Wisconsin,United States,aiark
Lakme India,lakmeindia.com,https://lakmeindia.com/,https://www.linkedin.com/company/lakme-india,retail luxury goods and jewelry,,631,sunnyvale,california,united states,aiark
"LALA U.S., Inc",lala-us.com,http://www.lala-us.com,https://www.linkedin.com/company/lala-us-inc,food and beverage services,,1132,Dallas,Texas,United States,aiark
Lallemand,lallemand.com,http://www.lallemand.com,https://www.linkedin.com/company/lallemand,food and beverage manufacturing,,2564,Rexdale,Ontario,Canada,aiark
Lamb Weston,lambweston.com,http://www.lambweston.com,https://www.linkedin.com/company/lamb-weston,food and beverage manufacturing,,3493,Eagle,Idaho,United States,aiark
"Lamont Companies, Inc",lamontcompanies.com,https://www.lamontcompanies.com,https://www.linkedin.com/company/lamont-companies-inc-,Hospitality,1001-5000,47,Aberdeen,,United States,blitz
Lamour,lamour.com,http://www.lamour.com,https://www.linkedin.com/company/lamourgroup,retail apparel and fashion,,546,Montreal,Quebec,Canada,aiark
Lamps Plus,lampsplus.com,https://www.lampsplus.com,https://www.linkedin.com/company/lamps-plus,Retail,1001-5000,734,Los Angeles,California,United States,aiark+blitz
"Lancaster Wings, Inc.",lancasterwings.com,https://lancasterwings.com,https://www.linkedin.com/company/lancaster-wings-inc,Restaurants,501-1000,18,Lancaster Oh,Ohio,United States,blitz
Lancer Worldwide,lancerworldwide.com,https://www.lancerworldwide.com,https://www.linkedin.com/company/lancer-worldwide,Food and Beverage Services,1001-5000,721,San Antonio,Texas,United States,aiark+blitz
Land O'Frost,landofrost.com,http://www.landofrost.com,https://www.linkedin.com/company/land-o'frost,food and beverage manufacturing,,625,Munster,Indiana,United States,aiark
"Land O'Lakes, Inc.",landolakesinc.com,http://www.landolakesinc.com,https://www.linkedin.com/company/landolakesinc,food and beverage manufacturing,,6817,Arden Hills,Minnesota,United States,aiark
Landau Corp,landau.com,https://www.landau.com,https://www.linkedin.com/company/landau-corp,Retail,1001-5000,,Miami,Florida,United States,blitz
Landry's,landrysinc.com,https://www.landrysinc.com,https://www.linkedin.com/company/landry's-restaurants,Hospitality,10001+,12984,Houston,Texas,United States,aiark+blitz
Landry's Seafood,landrysseafood.com,https://www.landrysseafood.com,https://www.linkedin.com/company/landry's-seafood,Hospitality,10001+,201,Houston,Texas,United States,blitz
Lands'​ End,landsend.com,http://www.landsend.com,https://www.linkedin.com/company/lands'​-end,retail apparel and fashion,,3220,Dodgeville,Wisconsin,United States,aiark
Lane Bryant,lanebryant.com,https://www.lanebryant.com,https://www.linkedin.com/company/lane-bryant,Retail,5001-10000,4180,New Albany,Ohio,United States,aiark+blitz
Langer Juice Company,langers.com,https://langers.com,https://www.linkedin.com/company/langer-juice-company,Food and Beverage Services,501-1000,44,City Of Industry,California,United States,blitz
Larco Hospitality,larcohospitality.com,https://www.larcohospitality.com,https://www.linkedin.com/company/larcohospitality,Hospitality,1001-5000,55,Vancouver,British Columbia,Canada,blitz
Large Ltd,largeltd.com,http://www.largeltd.com,https://www.linkedin.com/company/large-ltd,retail apparel and fashion,,536,Lake Oswego,Oregon,United States,aiark
Larkspur Hotels And Restaurants,larkspurhotels.com,https://www.larkspurhotels.com,https://www.linkedin.com/company/larkspur-hotels-and-restaurants,Hospitality,1001-5000,103,Larkspur,California,United States,blitz
"LaRosa's Pizzeria, Inc.",larosas.com,http://larosas.com,https://www.linkedin.com/company/larosas,restaurants,,1476,Cincinnati,Ohio,United States,aiark
"Larry Blumberg & Associates, Inc",lbaproperties.com,https://lbaproperties.com,https://www.linkedin.com/company/larry-blumberg-&-associates-inc.,Hospitality,1001-5000,16,Dothan,Alabama,United States,blitz
Las Palmeras,hotel-laspalmeras.com,http://www.hotel-laspalmeras.com,https://www.linkedin.com/company/las-palmeras,hospitality,,549,South Brunswick,North Carolina,United States,aiark
Las Vegas,thedrew.com,http://www.thedrew.com,https://www.linkedin.com/company/the-drew-las-vegas,hospitality,,946,Las Vegas,Nevada,United States,aiark
Las Vegas Limousines,lasvegaslimo.com,https://www.lasvegaslimo.com,https://www.linkedin.com/company/las-vegas-limousine,Hospitality,1001-5000,29,Las Vegas,Nevada,United States,blitz
Las Vegas Sands Corp.,sands.com,https://www.sands.com,https://www.linkedin.com/company/las-vegas-sands-corporation,Hospitality,10001+,1026,Las Vegas,Nevada,United States,aiark+blitz
Lassonde,lassonde.com,http://www.lassonde.com,https://www.linkedin.com/company/lassonde,food and beverage manufacturing,,1138,Rougemont,Québec,Canada,aiark
LaTrelle's Management Corporation,latrelles.com,https://www.latrelles.com,https://www.linkedin.com/company/latrelle's-management-corporation,Food and Beverage Services,1001-5000,164,Houston,Texas,United States,blitz
Laura Canada,laura.ca,http://www.laura.ca,https://www.linkedin.com/company/laura-canada,retail,,1024,Laval,Québec,Canada,aiark
Lawrence Merchandising Services (LMS),lmsvc.com,http://www.lmsvc.com,https://www.linkedin.com/company/lms-lawrence-merchandising-services,retail,,546,Plymouth,Minnesota,United States,aiark
Lawry's Restaurants Inc.,lawrysonline.com,https://lawrysonline.com,https://www.linkedin.com/company/lawry's-the-prime-rib,Restaurants,501-1000,215,Pasadena,California,United States,blitz
Lawtons Drugs,lawtons.ca,http://www.lawtons.ca,https://www.linkedin.com/company/lawtons-drugs,pharmaceutical manufacturing,,910,Halifax,Ns,Canada,aiark
LAX,lax.com,http://Lax.com,https://www.linkedin.com/company/lax,retail,,608,,,United States,aiark
Lazy Dog Restaurant & Bar,lazydogrestaurants.com,https://www.lazydogrestaurants.com,https://www.linkedin.com/company/lazy-dog-restaurants,Restaurants,5001-10000,2098,Newport Beach,California,United States,aiark+blitz
LCBO,lcbo.com,http://www.lcbo.com,https://www.linkedin.com/company/lcbo,retail,,5601,Toronto,Ontario,Canada,aiark
LCS,lcsnet.com,https://www.lcsliving.com,https://www.linkedin.com/company/lcs-care,hospitality,,2518,Des Moines,Iowa,United States,aiark
"Le Duff America, Inc",groupeleduff.com,https://en.groupeleduff.com,https://www.linkedin.com/company/le-duff-america-inc-,Restaurants,1001-5000,49,Dallas,Texas,United States,aiark+blitz
Le Meridien Tampa Hotel,lemeridientampa.com,https://lemeridientampa.com,https://www.linkedin.com/company/le-meridien-tampa-hotel,Hospitality,10001+,7,Tampa,Florida,United States,blitz
Leclerc Foods,leclerc.ca,http://www.leclerc.ca/fr/default.idigit,https://www.linkedin.com/company/biscuits-leclerc,food and beverage manufacturing,,2959,St-augustin-de-desmaures,Québec,Canada,aiark
Ledo Pizza,ledopizza.com,http://www.LedoPizza.com,https://www.linkedin.com/company/ledo-pizza,restaurants,,550,Annapolis,Maryland,United States,aiark
Lee,lee.com,https://www.lee.com,https://www.linkedin.com/company/lee-jeans,retail apparel and fashion,,745,Greesnboro,North Carolina,United States,aiark
Lee Valley Tools,leevalley.com,https://www.leevalley.com,https://www.linkedin.com/company/lee-valley-tools-canada,Retail,501-1000,410,Ottawa,Ontario,Canada,blitz
"Leeann Chin, Inc",leeannchin.com,https://www.leeannchin.com,https://www.linkedin.com/company/leeann-chin-inc-,Restaurants,501-1000,186,Bloomington,Minnesota,United States,blitz
Lees Marketplace,leesmarketplace.com,https://leesmarketplace.com,https://www.linkedin.com/company/lees-marketplace,Retail,501-1000,344,Logan,Utah,United States,blitz
Legacy Restaurant Group Llc,legacywendys.com,https://www.legacywendys.com,https://www.linkedin.com/company/legacyrestaurantgroupllc,Restaurants,1001-5000,72,Lenexa,Kansas,United States,blitz
Legacy Ventures Hospitality,lvmgt.com,https://www.lvmgt.com,https://www.linkedin.com/company/legacy-ventures-hospitality,Hospitality,1001-5000,230,Atlanta,Georgia,United States,blitz
Legal Sea Foods,legalseafoods.com,https://www.legalseafoods.com,https://www.linkedin.com/company/legal-sea-foods,Restaurants,1001-5000,954,Boston,Massachusetts,United States,aiark+blitz
Legends Global,legends.net,https://legendsglobal.com,https://www.linkedin.com/company/legends-global,entertainment providers,,7382,New York,New York,United States,aiark
Legends Pub & Sports Bar,legendspub.com,https://legendspub.com,https://www.linkedin.com/company/legends-pub-&-sports-bar,Restaurants,10001+,12,Richmond,,Canada,blitz
Leisure Care,leisurecare.com,https://www.leisurecare.com,https://www.linkedin.com/company/leisure-care,Hospitality,501-1000,554,Seattle,Washington,United States,aiark+blitz
Lemonade Restaurant Group,lemonadela.com,https://www.lemonadela.com,https://www.linkedin.com/company/lemonade-restaurant-group-llc,Restaurants,1001-5000,125,El Segundo,California,United States,blitz
Lenox Corporation,lenox.com,http://www.lenox.com,https://www.linkedin.com/company/lenox,retail luxury goods and jewelry,,502,Bristol,Pennsylvania,United States,aiark
LensCrafters,lenscrafters.com,https://www.lenscrafters.com/lc-us/careers,https://www.linkedin.com/company/lenscrafters,retail apparel and fashion,,6480,Cincinnati,Ohio,United States,aiark
Leo\'s Coney Island,leosconeyisland.com,https://www.leosconeyisland.com,https://www.linkedin.com/company/leosconeyisland,Restaurants,1001-5000,627,Royal Oak,Michigan,United States,aiark+blitz
Leprino,leprinofoods.com,http://www.leprino.com,https://www.linkedin.com/company/leprino,food and beverage manufacturing,,2402,Denver,Colorado,United States,aiark
Les Chocolats Favoris Inc.,chocolatsfavoris.com,https://www.chocolatsfavoris.com,https://www.linkedin.com/company/chocolats-favoris,Food and Beverage Services,501-1000,214,Quebec,Québec,Canada,blitz
Les Schwab Tire Centers,lesschwab.com,http://lesschwab.com,https://www.linkedin.com/company/les-schwab-tire-centers,retail,,3038,Bend,Oregon,United States,aiark
LESCO,lesco-logistics.com,http://www.lesco-logistics.com,https://www.linkedin.com/company/lesco,retail,,1017,,,United States,aiark
Leslie's,lesliespool.com,https://www.lesliespool.com,https://www.linkedin.com/company/leslies,Retail,1001-5000,2919,Phoenix,Arizona,United States,aiark+blitz
Lessing\'s Hospitality Group,lessings.com,https://www.lessings.com,https://www.linkedin.com/company/lessings-inc-,Hospitality,1001-5000,535,Great River,New York,United States,aiark+blitz
Lettuce Entertain You Restaurants,lettuce.com,http://www.lettuce.com,https://www.linkedin.com/company/lettuce-entertain-you-restaurants,restaurants,,2192,Chicago,Illinois,United States,aiark
Levi Strauss & Co.,levistrauss.com,http://www.levistrauss.com,https://www.linkedin.com/company/levi-strauss-&-co-,retail apparel and fashion,,16846,San Francisco,California,United States,aiark
Levi Strauss & Co.,levi.com,http://levi.ca,https://www.linkedin.com/company/levi-strauss-co,retail apparel and fashion,,715,Atlanta,Georgia,United States,aiark
Levin Furniture & Mattress,levinfurniture.com,https://www.levinfurniture.com,https://www.linkedin.com/company/levinfurnitureandmattress,Retail,501-1000,531,Smithton,Pennsylvania,United States,aiark+blitz
Levy Restaurants,levyrestaurants.com,http://www.levyrestaurants.com,https://www.linkedin.com/company/levy-restaurants,food and beverage services,,11858,Chicago,Illinois,United States,aiark
LF Distribution Holding Inc. (A Li & Fung Company),lifung.com,http://www.lifung.com,https://www.linkedin.com/company/li-&-fung-usa,retail apparel and fashion,,651,New York,New York,United States,aiark
lia sophia,liasophia.com,http://www.liasophia.com,https://www.linkedin.com/company/lia-sophia,retail luxury goods and jewelry,,1730,,,United States,aiark
Liberty Coca-Cola Beverages,libertycoke.com,http://www.libertycoke.com,https://www.linkedin.com/company/libertycocacola,manufacturing,,953,Philadelphia,Pennsylvania,United States,aiark
LiDestri Foods,lidestrifoods.com,https://www.lidestrifoods.com,https://www.linkedin.com/company/lidestri-foods-inc-,Food and Beverage Services,1001-5000,766,Fairport,New York,United States,aiark+blitz
Lidl US,lidl.com,https://careers.lidl.com,https://www.linkedin.com/company/lidl-us,Retail,5001-10000,3123,Arlington,Virginia,United States,aiark+blitz
Lids,lids.com,https://careers.lids.com,https://www.linkedin.com/company/lids-,Retail,5001-10000,5297,Indianapolis,Indiana,United States,aiark+blitz
Life Cafe Lifetime Fitness,lifetimefitness.com,https://www.lifetimefitness.com/en/programs-and-events/lifestyle/lifecafe.html,https://www.linkedin.com/company/life-cafe-lifetime-fitness,Restaurants,10001+,218,Fairfax,Virginia,United States,blitz
Life is Good,lifeisgood.com,http://www.lifeisgood.com,https://www.linkedin.com/company/life-is-good,retail apparel and fashion,,834,Boston,Massachusetts,United States,aiark
Lighthouse,mylighthouse.com,https://www.mylighthouse.com,https://www.linkedin.com/company/lighthouseintelligence,hospitality,,1092,Denver,Colorado,United States,aiark
Lilly Pulitzer,lillypulitzer.com,http://www.lillypulitzer.com,https://www.linkedin.com/company/lilly-pulitzer,retail apparel and fashion,,773,,,United States,aiark
Lipari Foods,liparifoods.com,https://www.liparifoods.com,https://www.linkedin.com/company/lipari-foods,Food and Beverage Services,1001-5000,1086,Warren,Michigan,United States,aiark+blitz
Liquidation Channel,shoplc.com,https://www.shoplc.com,https://www.linkedin.com/company/liquidation-channel,Retail,501-1000,68,Austin,,United States,blitz
Litehouse Inc.,litehousefoods.com,http://www.litehouse-foods.com,https://www.linkedin.com/company/litehouse,food and beverage manufacturing,,603,Sandpoint,Idaho,United States,aiark
Lithia & Driveway,lithiadriveway.com,http://www.lithiamotors.com,https://www.linkedin.com/company/lithiadriveway,motor vehicle manufacturing,,5291,Medford,Oregon,United States,aiark
Litmus7,litmus7.com,http://www.litmus7.com,https://www.linkedin.com/company/litmus7inc,it services and it consulting,,1005,San Francisco,California,United States,aiark
Little Ceasers Pizza,,,https://www.linkedin.com/company/little-ceasers-pizza,restaurants,,814,South Bend,Indiana,United States,aiark
LiveGood Inc. USA,livegood.com,https://www.livegood.com/MoneySolutions,https://www.linkedin.com/company/livegood-suppliments-inc-usa,retail,,716,Jupiter,Florida,United States,aiark
Living Spaces Furniture,livingspaces.com,https://www.livingspaces.com/careers,https://www.linkedin.com/company/living-spaces-furniture,Retail,1001-5000,2570,La Mirada,California,United States,aiark+blitz
Ll Flooring,llflooring.com,https://www.llflooring.com,https://www.linkedin.com/company/llflooring,Retail,1001-5000,1428,Richmond,Virginia,United States,aiark+blitz
LM Restaurants,lmrest.com,https://careers.lmrest.com,https://www.linkedin.com/company/lm-restaurants,Restaurants,1001-5000,1081,Raleigh,North Carolina,United States,aiark+blitz
LMC,lmc.net,http://www.LMC.net,https://www.linkedin.com/company/lumbermens-merchandising-corporation,wholesale building materials,,564,Pa,19087,United States,aiark
Loaf 'N Jug,loafnjug.com,https://www.loafnjug.com,https://www.linkedin.com/company/loaf-'n-jug,Retail,1001-5000,833,Westborough,Massachusetts,United States,aiark+blitz
Loblaw Companies Limited,loblaw.ca,https://www.loblaw.ca,https://www.linkedin.com/company/loblaw-companies-limited,Retail,10001+,24283,Brampton,Ontario,Canada,aiark+blitz
Local Favorite Restaurants,localfavorite.com,https://www.localfavorite.com,https://www.linkedin.com/company/local-favorite-restaurants,Restaurants,1001-5000,117,Dallas,Texas,United States,blitz
LOCAL Public Eatery,localpubliceatery.com,http://www.localpubliceatery.com/careers,https://www.linkedin.com/company/local-public-eatery,hospitality,,596,Vancouver,British Columbia,Canada,aiark
Local Restaurant,,,https://www.linkedin.com/company/local-restaurant,restaurants,,610,Dallas,Texas,United States,aiark
Lodging Dynamics,lodgingdynamics.com,https://lodgingdynamics.com,https://www.linkedin.com/company/lodging-dynamics,Hospitality,1001-5000,154,Provo,Utah,United States,blitz
Lodging Hospitality Management,lhmc.com,https://www.lhmc.com,https://www.linkedin.com/company/lodging-hospitality-management,Hospitality,1001-5000,245,St. Louis,Missouri,United States,blitz
Loehmann\'s,loehmanns.com,https://www.loehmanns.com,https://www.linkedin.com/company/loehmann's,Retail,1001-5000,164,Bronx,New York,United States,blitz
Loews Hotels & Co,loewshotels.com,http://loewshotels.com,https://www.linkedin.com/company/loewshotels,hospitality,,4441,New York,New York,United States,aiark
LOFT,loft.com,https://www.loft.com,https://www.linkedin.com/company/loft-,retail,,2436,New York,New York,United States,aiark
Logan's Roadhouse,logansroadhouse.com,http://LogansRoadhouse.com,https://www.linkedin.com/company/logan's-roadhouse,restaurants,,5366,,,United States,aiark
LogMeIn,logmein.com,http://www.logmeininc.com,https://www.linkedin.com/company/log-me-in-inc,software development,,1008,Boston,Massachusetts,United States,aiark
"Lombardi Caterers, Inc",lombardicaterers.com,https://www.lombardicaterers.com,https://www.linkedin.com/company/lombardi-caterers-inc-,Hospitality,501-1000,9,Holbrook,New York,United States,blitz
London Drugs,londondrugs.com,https://londondrugs.com,https://www.linkedin.com/company/london-drugs,Retail,5001-10000,3997,Richmond,British Columbia,Canada,aiark+blitz
Long & McQuade Musical Instruments,long-mcquade.com,https://www.long-mcquade.com,https://www.linkedin.com/company/long-&-mcquade-musical-instruments,Retail,1001-5000,1143,Pickering,Ontario,Canada,aiark+blitz
"Long John Silver's, LLC",ljsilvers.com,https://www.ljsilvers.com,https://www.linkedin.com/company/long-john-silver's-llc,Restaurants,1001-5000,2905,Louisville,Kentucky,United States,aiark+blitz
LongHorn Steakhouse,longhornsteakhouse.com,http://www.longhornsteakhouse.com,https://www.linkedin.com/company/longhorn-steakhouse,restaurants,,13268,,,United States,aiark
Longo's,longos.com,http://www.longos.com,https://www.linkedin.com/company/longos,retail,,2279,Vaughan,Ontario,Canada,aiark
Looking for Job,helojobs.com,http://www.tookro.com,https://www.linkedin.com/company/looking-for-job1,hospitality,,9339,Waco,Texas,United States,aiark
Loop Neighborhood,loopneighborhood.com,https://www.loopneighborhood.com,https://www.linkedin.com/company/loop-neighborhood,Retail,1001-5000,87,Fremont,California,United States,blitz
Lopez Dorada,lopezdorada.com,http://www.lopezdorada.com,https://www.linkedin.com/company/lopezdorada,food and beverage manufacturing,,703,Oklahoma City,Oklahoma,United States,aiark
Lord & Taylor,lordandtaylor.com,https://www.lordandtaylor.com,https://www.linkedin.com/company/lord&taylor,Retail,5001-10000,2834,New York,New York,United States,aiark+blitz
Lordco Auto Parts,lordco.com,http://www.lordco.com,https://www.linkedin.com/company/lordco-auto-parts,motor vehicle manufacturing,,862,Port Coquitlam,British Columbia,Canada,aiark
Loretto,lorettocny.org,http://www.lorettocny.org,https://www.linkedin.com/company/loretto,hospitals and health care,,946,Syracuse,New York,United States,aiark
Lori's Gifts,lorisgifts.com,http://www.lorisgifts.com,https://www.linkedin.com/company/lorisgifts,hospitals and health care,,656,Plano,Texas,United States,aiark
LOS TRES AMIGOS GROUP,lostresamigosonline.com,https://www.lostresamigosonline.com,https://www.linkedin.com/company/los-tres-amigos,Restaurants,1001-5000,104,Harvey,Louisiana,United States,blitz
Lotte New York Palace,lottenypalace.com,https://www.lottenypalace.com,https://www.linkedin.com/company/lotte-new-york-palace,Hospitality,501-1000,285,New York City,New York,United States,blitz
Lotus Concepts Management,lotusconceptsmgmt.com,https://lotusconceptsmgmt.com,https://www.linkedin.com/company/lotus-concepts-management,Hospitality,501-1000,36,Denver,Colorado,United States,blitz
Lou Malnati's Pizzeria,loumalnatis.com,https://www.loumalnatis.com,https://www.linkedin.com/company/lou-malnati-s,Restaurants,1001-5000,1108,Northbrook,Illinois,United States,aiark+blitz
Loumage Hotels & Resorts,loumage.com,https://www.loumage.com,https://www.linkedin.com/company/loumage-hotels-&-resorts,Hospitality,1001-5000,16,Ny,New York,United States,blitz
Love's Travel Stops,loves.com,https://www.loves.com,https://www.linkedin.com/company/love's-travel-stops,Retail,10001+,16332,Oklahoma City,Oklahoma,United States,aiark+blitz
Lovesac,lovesac.com,https://www.lovesac.com,https://www.linkedin.com/company/lovesac,Retail,501-1000,1430,Stamford,Connecticut,United States,aiark+blitz
"Lowe's Companies, Inc.",lowes.com,https://talent.lowes.com,https://www.linkedin.com/company/lowe's-home-improvement,Retail,10001+,114313,Mooresville,North Carolina,United States,aiark+blitz
Lowe's Home Improvement,,,https://www.linkedin.com/company/record-aircraft-parts,retail,,3457,Miami,,United States,aiark
Lowe's Pro Supply,lowesprosupply.com,http://www.lowesprosupply.com,https://www.linkedin.com/company/lowesprosupply,wholesale,,941,Mooresville,North Carolina,United States,aiark
Lowes Foods,lowesfoods.com,http://www.lowesfoods.com,https://www.linkedin.com/company/lowes-foods,retail,,4703,Winston-salem,North Carolina,United States,aiark
Lowes Home Improvment,,,https://www.linkedin.com/company/lowes-home-improvment,retail,,911,Phoenix,Arizona,United States,aiark
Lowe’s stores in Canada,lowes.ca,http://www.lowes.ca,https://www.linkedin.com/company/lowe-s-stores-in-canada,retail,,561,Boucherville,Québec,Canada,aiark
Loyal Companion,loyalcompanion.com,https://loyalcompanion.com,https://www.linkedin.com/company/loyal-companion-pets,Retail,501-1000,61,Ma,New Hampshire,United States,blitz
Lq Management Llc,lq.com,https://www.lq.com,https://www.linkedin.com/company/lq-management-llc,Hospitality,5001-10000,206,Irving,Texas,United States,aiark+blitz
LSG Sky Chefs,lsg-group.com,http://www.lsgskychefs.com,https://www.linkedin.com/company/lsg-sky-chefs,food and beverage manufacturing,,6160,Irving,Texas,United States,aiark
"Lsg Sky Chefs Usa, Inc",lsgskychefs.com,https://www.lsgskychefs.com,https://www.linkedin.com/company/lsg-sky-chefs-usa-inc.,Restaurants,501-1000,67,Irving,Texas,United States,blitz
LSGF Management,lsgfmanagement.com,https://www.lsgfmanagement.com,https://www.linkedin.com/company/lsgf-management,Retail,501-1000,16,Norcross,Georgia,United States,blitz
LTD Commodities,ltdcommodities.com,http://www.ltdcommodities.com,https://www.linkedin.com/company/commoditiesltd,retail,,583,Lincolnshire,Illinois,United States,aiark
Luby's Culinary Services,lubyscs.com,https://www.lubyscs.com,https://www.linkedin.com/company/luby's-culinary-services,Food and Beverage Services,1001-5000,80,Houston,Texas,United States,blitz
Luby's Restaurant Company,lubys.com,http://www.lubys.com,https://www.linkedin.com/company/lubys,restaurants,,1509,Houston,Texas,United States,aiark
LucidHealth,lucidhealth.com,http://lucidhealth.com,https://www.linkedin.com/company/lucidhealth,hospitals and health care,,616,Columbus,Ohio,United States,aiark
Lucille's Smokehouse Bar-B-Que,lucillesbbq.com,http://www.lucillesbbq.com,https://www.linkedin.com/company/lucilles-smokehouse-bbq,restaurants,,644,Signal Hill,California,United States,aiark
Lucky Brand,luckybrand.com,http://www.luckybrand.com,https://www.linkedin.com/company/lucky-brand-jeans,retail apparel and fashion,,1788,New York,New York,United States,aiark
