name,domain,linkedin_url,industry,type,size,followers,founded_year,hq_city,hq_state,hq_country,website
Tesla,tesla.com,https://www.linkedin.com/company/tesla-motors,Motor Vehicle Manufacturing,Public Company,10001+,12404307,,Austin,Texas,United States,https://www.tesla.com/careers
Ford Motor Company,ford.com,https://www.linkedin.com/company/ford-motor-company,Motor Vehicle Manufacturing,Public Company,10001+,4496436,,Dearborn,Michigan,United States,https://www.careers.ford.com
General Motors,gm.com,https://www.linkedin.com/company/general-motors,Motor Vehicle Manufacturing,Public Company,10001+,3656252,,Detroit,Michigan,United States,https://www.gm.com
Ferrari,ferrari.com,https://www.linkedin.com/company/ferrari,Motor Vehicle Manufacturing,Public Company,1001-5000,2921803,1947,Maranello,Missouri,United States,https://www.ferrari.com
Cummins Inc.,cummins.com,https://www.linkedin.com/company/cummins-inc,Motor Vehicle Manufacturing,Public Company,10001+,1078812,,Columbus,Indiana,United States,https://www.cummins.com
Lear Corporation,lear.com,https://www.linkedin.com/company/lear-corporation,Motor Vehicle Manufacturing,Public Company,10001+,1054829,,Southfield,Michigan,United States,https://www.lear.com
Magna International,magna.com,https://www.linkedin.com/company/magna-international,Motor Vehicle Manufacturing,Public Company,10001+,952172,1957,Aurora,Ontario,Canada,https://www.magna.com
Pirelli,pirelli.com,https://www.linkedin.com/company/pirelli,Motor Vehicle Manufacturing,Public Company,10001+,911922,1872,Milano,Michigan,United States,https://www.pirelli.com
The Goodyear Tire & Rubber Company,goodyear.com,https://www.linkedin.com/company/goodyear,Motor Vehicle Manufacturing,Public Company,10001+,850918,,Akron,Ohio,United States,https://jobs.goodyear.com
Mercedes-Benz USA,mbusa.com,https://www.linkedin.com/company/mercedes-benz-usa,Motor Vehicle Manufacturing,Privately Held,1001-5000,820844,,Atlanta,Georgia,United States,https://www.mbusa.com
Rivian,rivian.com,https://www.linkedin.com/company/rivian,Motor Vehicle Manufacturing,Public Company,10001+,788903,2009,Irvine,California,United States,https://careers.rivian.com
Lucid Motors,lucidmotors.com,https://www.linkedin.com/company/lucidmotors,Motor Vehicle Manufacturing,Public Company,1001-5000,626921,2016,Newark,California,United States,https://www.lucidmotors.com
"American Honda Motor Company, Inc.",honda.com,https://www.linkedin.com/company/american-honda-motor-company-inc-,Motor Vehicle Manufacturing,Public Company,10001+,576747,,Torrance,California,United States,https://www.honda.com/careers
Toyota North America,toyota.com,https://www.linkedin.com/company/toyota-north-america,Motor Vehicle Manufacturing,Public Company,10001+,558755,1957,Plano,Texas,United States,https://careers.toyota.com/us/en
Tenneco,tenneco.com,https://www.linkedin.com/company/tenneco,Motor Vehicle Manufacturing,Privately Held,10001+,532307,,Northville,Michigan,United States,https://www.tenneco.com
BorgWarner,borgwarner.com,https://www.linkedin.com/company/borgwarner,Motor Vehicle Manufacturing,Public Company,10001+,464427,,Auburn Hills,Michigan,United States,https://borgwarner.com
DENSO,denso.com,https://www.linkedin.com/company/denso,Motor Vehicle Manufacturing,Public Company,10001+,404479,1947,Southfield,Michigan,United States,https://www.denso.com/us-ca/en
Chevrolet,chevrolet.com,https://www.linkedin.com/company/chevrolet,Motor Vehicle Manufacturing,Public Company,10001+,391903,1911,Detroit,Michigan,United States,https://www.chevrolet.com
Dana Incorporated,dana.com,https://www.linkedin.com/company/dana-incorporated,Motor Vehicle Manufacturing,Public Company,10001+,373931,,Maumee,Ohio,United States,https://www.dana.com
Bridgestone Americas,bridgestoneamericas.com,https://www.linkedin.com/company/bridgestone,Motor Vehicle Manufacturing,Privately Held,10001+,358427,,Nashville,Tennessee,United States,https://www.bridgestoneamericas.com/en/index
Harley-Davidson Motor Company,harley-davidson.com,https://www.linkedin.com/company/harley-davidson-motor-company,Motor Vehicle Manufacturing,Public Company,5001-10000,321160,1903,Milwaukee,Wisconsin,United States,https://www.harley-davidson.com
Visteon Corporation,visteon.com,https://www.linkedin.com/company/visteon,Motor Vehicle Parts Manufacturing,Public Company,10001+,294509,2000,Van Buren Township,Michigan,United States,https://www.visteon.com
Delphi,delphiaftermarket.com,https://www.linkedin.com/company/delphiautoparts,Motor Vehicle Manufacturing,Public Company,10001+,276438,,Auburn Hills,Michigan,United States,https://www.delphiaftermarket.com
BMW Group US,bmwusa.com,https://www.linkedin.com/company/bmwgroupus,Motor Vehicle Manufacturing,Privately Held,1001-5000,254295,,Woodcliff Lake,New Jersey,United States,https://www.bmwusa.com
Zoox,zoox.com,https://www.linkedin.com/company/zoox-inc,Automotive,Privately Held,1001-5000,253466,2014,Foster City,California,United States,https://www.zoox.com
"Volkswagen Of America, Inc",vw.com,https://www.linkedin.com/company/volkswagen-of-america-inc,Motor Vehicle Manufacturing,Public Company,1001-5000,215003,,Reston,Virginia,United States,https://www.vw.com
Adient,adient.com,https://www.linkedin.com/company/adient,Motor Vehicle Manufacturing,Public Company,10001+,212969,2016,Plymouth,Michigan,United States,https://www.adient.com
Nikola Corporation,nikolamotor.com,https://www.linkedin.com/company/nikola-motor-company,Motor Vehicle Manufacturing,Public Company,1001-5000,194035,,Phoenix,Arizona,United States,https://www.nikolamotor.com
Scout Motors Inc.,scoutmotors.com,https://www.linkedin.com/company/scoutmotors,Motor Vehicle Manufacturing,Privately Held,1001-5000,193649,2022,Detroit,Michigan,United States,https://www.scoutmotors.com
International,international.com,https://www.linkedin.com/company/theinternationalmotors,Motor Vehicle Manufacturing,Public Company,10001+,188887,,Lisle,Illinois,United States,https://www.international.com
Cruise,getcruise.com,https://www.linkedin.com/company/getcruise,Motor Vehicle Manufacturing,Privately Held,1001-5000,174011,2013,San Francisco,California,United States,https://getcruise.com
Nexteer Automotive,nexteer.com,https://www.linkedin.com/company/nexteer-automotive,Motor Vehicle Manufacturing,Public Company,10001+,173413,,Auburn Hills,Michigan,United States,https://nexteer.com
Joyson Safety Systems,joysonsafety.com,https://www.linkedin.com/company/joyson-safety-systems,Motor Vehicle Manufacturing,Privately Held,10001+,170390,2018,Auburn Hills,Michigan,United States,https://joysonsafety.com
AAM - American Axle & Manufacturing,aam.com,https://www.linkedin.com/company/americanaxle,Automotive,Public Company,10001+,162911,,Detroit,Michigan,United States,https://www.aam.com
Fisker,fiskerinc.com,https://www.linkedin.com/company/fisker,Motor Vehicle Manufacturing,Public Company,1001-5000,158429,2016,Los Angeles,California,United States,https://www.fiskerinc.com
Copart,copart.com,https://www.linkedin.com/company/copart,Motor Vehicle Manufacturing,Public Company,5001-10000,157654,1982,Dallas,Texas,United States,https://www.copart.com
PACCAR,paccar.com,https://www.linkedin.com/company/paccar,Motor Vehicle Manufacturing,Public Company,10001+,157021,,Bellevue,Washington,United States,https://www.paccar.com
Daimler Truck North America,empli.fi,https://www.linkedin.com/company/daimlertrucknorthamerica,Motor Vehicle Manufacturing,Public Company,10001+,142883,1942,Portland,Oregon,United States,https://empli.fi/daimlertrucknorthamerica
Jeep,jeep.com,https://www.linkedin.com/company/jeep,Motor Vehicle Manufacturing,Public Company,10001+,141491,,Auburn Hills,Michigan,United States,https://www.jeep.com
Kia America,kia.com,https://www.linkedin.com/company/kia-america,Motor Vehicle Manufacturing,Public Company,501-1000,137548,1994,Irvine,California,United States,https://www.kia.com
Subaru of America,subaru.com,https://www.linkedin.com/company/subaru-of-america,Motor Vehicle Manufacturing,Privately Held,1001-5000,131002,1968,Camden,New Jersey,United States,https://www.subaru.com
"Mercedes-Benz Research & Development North America, Inc.",mbrdna.com,https://www.linkedin.com/company/mbrdna,Motor Vehicle Manufacturing,Privately Held,501-1000,128736,1994,San Jose,California,United States,https://www.mbrdna.com
Cooper Standard,cooperstandard.com,https://www.linkedin.com/company/cooper-standard-automotive,Motor Vehicle Parts Manufacturing,Public Company,10001+,124796,1960,Northville,Michigan,United States,https://www.cooperstandard.com
Martinrea International,martinrea.com,https://www.linkedin.com/company/martinreainternational,Motor Vehicle Manufacturing,Public Company,10001+,119286,2001,Vaughan,Ontario,Canada,https://www.martinrea.com
Faraday Future,linktr.ee,https://www.linkedin.com/company/faradayfuture,Motor Vehicle Manufacturing,Privately Held,1001-5000,117313,2014,Gardena,California,United States,https://linktr.ee/faradayfuture
Clarios,clarios.com,https://www.linkedin.com/company/clarios,Motor Vehicle Parts Manufacturing,Privately Held,10001+,114914,,Glendale,Wisconsin,United States,https://www.clarios.com
IAC Group,iacgroup.com,https://www.linkedin.com/company/iac-group,Motor Vehicle Manufacturing,Privately Held,5001-10000,113590,2007,Southfield,Michigan,United States,https://www.iacgroup.com
"BMW Manufacturing Co., LLC",bmwusfactory.com,https://www.linkedin.com/company/bmw-manufacturing,Motor Vehicle Manufacturing,Privately Held,10001+,107273,1916,Greer,South Carolina,United States,https://www.bmwusfactory.com/careers
Meritor,meritor.com,https://www.linkedin.com/company/meritor,Motor Vehicle Manufacturing,Public Company,5001-10000,106381,,Troy,Michigan,United States,https://www.meritor.com
Hyundai Motor America,hyundaiusa.com,https://www.linkedin.com/company/hyundai-motor-america,Motor Vehicle Manufacturing,Privately Held,1001-5000,104447,1986,Fountain Valley,California,United States,https://www.hyundaiusa.com
Abc Technologies,abctechnologies.com,https://www.linkedin.com/company/abctechnologies,Motor Vehicle Manufacturing,Privately Held,10001+,103095,,Toronto,Ontario,Canada,https://www.abctechnologies.com
Argo Ai,argo.ai,https://www.linkedin.com/company/argo-ai,Motor Vehicle Manufacturing,Privately Held,1001-5000,103076,,Pittsburgh,Pennsylvania,United States,https://www.argo.ai
Oshkosh Corporation,oshkoshcorp.com,https://www.linkedin.com/company/oshkosh-corporation,Motor Vehicle Manufacturing,Public Company,10001+,87585,,Oshkosh,Wisconsin,United States,https://www.oshkoshcorp.com
Yazaki North America,yazaki-na.com,https://www.linkedin.com/company/yazaki-north-america,Motor Vehicle Manufacturing,Privately Held,10001+,87405,,Canton,Michigan,United States,https://www.yazaki-na.com
Dayco,dayco.com,https://www.linkedin.com/company/daycoofficial,Motor Vehicle Parts Manufacturing,Privately Held,1001-5000,86126,1905,Birmingham,Michigan,United States,https://www.dayco.com
Mazda North American Operations,mazdausa.com,https://www.linkedin.com/company/mazda-north-american-operations,Motor Vehicle Manufacturing,Public Company,501-1000,83401,1970,Irvine,California,United States,https://www.mazdausa.com
DRiV,driv.com,https://www.linkedin.com/company/driv-incorporated,Motor Vehicle Manufacturing,Privately Held,5001-10000,82952,,Southfield,Michigan,United States,https://www.driv.com
Holman,holman.com,https://www.linkedin.com/company/holmanhq,Motor Vehicle Manufacturing,Privately Held,5001-10000,82655,,Mount Laurel,New Jersey,United States,https://www.holman.com
Karma Automotive,karmaautomotive.com,https://www.linkedin.com/company/karmaautomotive,Motor Vehicle Manufacturing,Privately Held,501-1000,82073,2014,Irvine,California,United States,https://www.karmaautomotive.com
Allison Transmission,allisontransmission.com,https://www.linkedin.com/company/allison-transmission,Motor Vehicle Manufacturing,Public Company,1001-5000,79372,1915,Indianapolis,Indiana,United States,https://www.allisontransmission.com
Roush,roush.com,https://www.linkedin.com/company/roush-industries,Motor Vehicle Manufacturing,Privately Held,1001-5000,73850,1976,Livonia,Michigan,United States,https://www.roush.com
Veoneer,veoneer.com,https://www.linkedin.com/company/veoneer,Motor Vehicle Manufacturing,Privately Held,1001-5000,73823,2018,Southfield,Michigan,United States,https://www.veoneer.com
LKQ Corporation,lkqcorp.com,https://www.linkedin.com/company/lkq-corporation,Automotive,Public Company,10001+,71780,1998,Chicago,Illinois,United States,https://www.lkqcorp.com
Toyota Canada Inc.,toyota.ca,https://www.linkedin.com/company/toyota-canada-inc-,Motor Vehicle Manufacturing,Privately Held,501-1000,69480,,Toronto,Ontario,Canada,https://www.toyota.ca
Dorman Products,dormanproducts.com,https://www.linkedin.com/company/dorman-products,Motor Vehicle Parts Manufacturing,Public Company,1001-5000,69025,1918,Colmar,Pennsylvania,United States,https://www.dormanproducts.com
Standard Motor Products,smpcorp.com,https://www.linkedin.com/company/standard-motor-products,Motor Vehicle Manufacturing,Public Company,5001-10000,67287,1919,Long Island City,New York,United States,https://www.smpcorp.com
Manheim by Cox Automotive,manheim.com,https://www.linkedin.com/company/manheim,Motor Vehicle Manufacturing,Privately Held,10001+,65559,,Atlanta,Georgia,United States,https://www.manheim.com
Multimatic,multimatic.com,https://www.linkedin.com/company/multimatic,Motor Vehicle Manufacturing,Privately Held,5001-10000,65544,1984,Markham,Ontario,Canada,https://www.multimatic.com
Yokohama Tire Corporation,yokohamatire.com,https://www.linkedin.com/company/yokohamatirecorp,Automotive,Public Company,1001-5000,64463,1969,Santa Ana,California,United States,https://www.yokohamatire.com
Toyota Motor Manufacturing Canada,tmmc.ca,https://www.linkedin.com/company/toyota-motor-manufacturing-canada,Motor Vehicle Manufacturing,Public Company,5001-10000,62533,,Cambridge,Ontario,Canada,https://tmmc.ca/en/careers
Stoneridge,stoneridge.com,https://www.linkedin.com/company/stoneridgeglobal,Motor Vehicle Parts Manufacturing,Public Company,1001-5000,60088,1965,Novi,Michigan,United States,https://www.stoneridge.com
Dealer Tire,dealertire.com,https://www.linkedin.com/company/dealer-tire,Motor Vehicle Manufacturing,Privately Held,1001-5000,59290,2000,Cleveland,Ohio,United States,https://www.dealertire.com
TI Automotive,tifluidsystems.com,https://www.linkedin.com/company/ti-automotive,Motor Vehicle Manufacturing,Public Company,10001+,59260,,Auburn Hills,Michigan,United States,https://www.tifluidsystems.com
Edmunds,edmunds.com,https://www.linkedin.com/company/edmunds-com,Automotive,Privately Held,501-1000,59217,1966,Santa Monica,California,United States,https://www.edmunds.com
Detroit Engineered Products,depusa.com,https://www.linkedin.com/company/detroit-engineered-products,Motor Vehicle Manufacturing,Privately Held,501-1000,58722,1998,Troy,Michigan,United States,https://www.depusa.com
Volvo Trucks North America,volvotrucks.us,https://www.linkedin.com/company/volvo-trucks-north-america,Motor Vehicle Manufacturing,Public Company,10001+,58429,,Greensboro,North Carolina,United States,https://www.volvotrucks.us
Honda Canada Inc.,hondacanada.ca,https://www.linkedin.com/company/honda-canada-inc,Motor Vehicle Manufacturing,Privately Held,501-1000,57156,1969,Markham,Ontario,Canada,https://www.hondacanada.ca
Sogefi Group,sogefigroup.com,https://www.linkedin.com/company/sogefi,Motor Vehicle Parts Manufacturing,Public Company,1001-5000,56695,,Milano,Michigan,United States,https://www.sogefigroup.com
Inteva Products,intevaproducts.com,https://www.linkedin.com/company/inteva-products-llc,Motor Vehicle Manufacturing,Privately Held,5001-10000,56603,2008,Troy,Michigan,United States,https://www.intevaproducts.com
Litens Automotive Group,litens.com,https://www.linkedin.com/company/litens-automotive,Motor Vehicle Manufacturing,Privately Held,1001-5000,52699,1979,Vaughan,Ontario,Canada,https://www.litens.com
Caliber,caliber.com,https://www.linkedin.com/company/calibercollision,Motor Vehicle Manufacturing,Privately Held,10001+,52408,,Lewisville,Texas,United States,https://www.caliber.com
Mevotech,mevotech.com,https://www.linkedin.com/company/mevotech,Motor Vehicle Manufacturing,Partnership,501-1000,52257,1982,North York,Ontario,Canada,https://mevotech.com
"JM Family Enterprises, Inc.",jmfamily.com,https://www.linkedin.com/company/jm-family-enterprises,Motor Vehicle Manufacturing,Privately Held,5001-10000,49970,1968,Deerfield Beach,Florida,United States,https://www.jmfamily.com/careers
Volvo Car USA,volvocars.com,https://www.linkedin.com/company/volvo-car-usa,Motor Vehicle Manufacturing,Privately Held,501-1000,49506,1956,Mahwah,New Jersey,United States,https://www.volvocars.com/us
Singer Vehicle Design,singervehicledesign.com,https://www.linkedin.com/company/singer-vehicle-design,Motor Vehicle Manufacturing,Privately Held,501-1000,48947,2009,Torrance,California,United States,https://www.singervehicledesign.com
Takata,takata.com,https://www.linkedin.com/company/takata,Motor Vehicle Manufacturing,Public Company,10001+,48539,,Auburn Hills,Michigan,United States,https://www.takata.com
Flex-N-Gate,flex-n-gate.com,https://www.linkedin.com/company/flex-n-gate,Automotive,Privately Held,10001+,48552,,Urbana,Illinois,United States,https://www.flex-n-gate.com
"North American Lighting, Inc.",nal.com,https://www.linkedin.com/company/north-american-lighting,Motor Vehicle Manufacturing,Privately Held,1001-5000,47175,1983,Paris,Illinois,United States,https://www.nal.com
Discount Tire,discounttire.com,https://www.linkedin.com/company/discount-tire-company,Motor Vehicle Manufacturing,Privately Held,10001+,46560,1960,Scottsdale,Arizona,United States,https://www.discounttire.com
J.B. Poindexter & Co,jbpoindexter.com,https://www.linkedin.com/company/jbpoindexterco,Motor Vehicle Manufacturing,Privately Held,5001-10000,45733,1981,Houston,Texas,United States,https://www.jbpoindexter.com
VinFast US,vinfastauto.us,https://www.linkedin.com/company/vinfast-us,Motor Vehicle Manufacturing,Public Company,5001-10000,45125,2017,Irvine,California,United States,https://vinfastauto.us
Blink Charging,blinkcharging.com,https://www.linkedin.com/company/blinkcharging,Motor Vehicle Manufacturing,Public Company,501-1000,44153,,Bowie,Maryland,United States,https://blinkcharging.com
Lippert,lippert.com,https://www.linkedin.com/company/lippert,Automotive,Public Company,10001+,43913,1956,Elkhart,Indiana,United States,https://www.lippert.com
Toyota Boshoku America,toyota-boshoku.com,https://www.linkedin.com/company/toyota-boshoku-america,Motor Vehicle Manufacturing,Privately Held,10001+,42900,1918,Erlanger,Kentucky,United States,https://www.toyota-boshoku.com/us
Shape Corp.,shapecorp.com,https://www.linkedin.com/company/shapecorp,Motor Vehicle Manufacturing,Privately Held,1001-5000,42834,1974,Grand Haven,Michigan,United States,https://www.shapecorp.com
Lordstown Motors,lordstownmotors.com,https://www.linkedin.com/company/lordstownmotorscorp,Motor Vehicle Manufacturing,Public Company,501-1000,42357,2019,Farmington Hills,Michigan,United States,https://www.lordstownmotors.com
Panasonic Automotive North America,panasonic.com,https://www.linkedin.com/company/panasonic-automotive-systems,Motor Vehicle Manufacturing,Public Company,501-1000,42348,,Peachtree City,Georgia,United States,https://automotive.panasonic.com/en
Dura Automotive Systems LLC,durashiloh.com,https://www.linkedin.com/company/dura-shiloh,Motor Vehicle Manufacturing,Privately Held,5001-10000,41615,1914,Auburn Hills,Michigan,United States,https://durashiloh.com
AutoCanada,autocan.ca,https://www.linkedin.com/company/autocanada,Motor Vehicle Manufacturing,Public Company,5001-10000,41473,2006,Edmonton,Alberta,Canada,https://www.autocan.ca
BYD North America,byd.com,https://www.linkedin.com/company/byd-north-america,Motor Vehicle Manufacturing,Public Company,501-1000,40507,,Los Angeles,California,United States,https://en.byd.com/usa
International Trucks,internationaltrucks.com,https://www.linkedin.com/company/international-trucks,Motor Vehicle Manufacturing,Public Company,10001+,40201,,Lisle,Illinois,United States,https://www.internationaltrucks.com
"Honda R&d Americas, Llc",hondaresearch.com,https://www.linkedin.com/company/honda-r&d,Motor Vehicle Manufacturing,Public Company,10001+,40179,,Raymond,Ohio,United States,https://www.hondaresearch.com
IAA,iaai.com,https://www.linkedin.com/company/insurance-auto-auctions,Motor Vehicle Manufacturing,Public Company,1001-5000,39775,,Westchester,Illinois,United States,https://www.iaai.com
Ford Pro,fordpro.com,https://www.linkedin.com/company/ford-pro,Motor Vehicle Manufacturing,Public Company,10001+,39534,,Dearborn,Michigan,United States,https://www.fordpro.com
Android Industries,voltava.com,https://www.linkedin.com/company/android-industries,Motor Vehicle Manufacturing,Privately Held,1001-5000,39338,1974,Auburn Hills,Michigan,United States,https://www.voltava.com
UAP Inc.,uapinc.com,https://www.linkedin.com/company/uap,Motor Vehicle Parts Manufacturing,Public Company,5001-10000,39106,1926,Montreal,Québec,Canada,https://www.uapinc.com
Gestamp North America,gestamp.com,https://www.linkedin.com/company/gestamp-north-america,Automotive,Public Company,1001-5000,38422,1997,Troy,Michigan,United States,https://www.gestamp.com
Asbury Automotive Group,asburyauto.com,https://www.linkedin.com/company/asbury-automotive-group,Motor Vehicle Manufacturing,Public Company,10001+,38002,,Duluth,Georgia,United States,https://www.asburyauto.com
Enterprise Fleet Management,efleets.com,https://www.linkedin.com/company/enterprise-fleet-management,Motor Vehicle Manufacturing,Privately Held,1001-5000,37591,1957,St. Louis,Missouri,United States,https://www.efleets.com
"RealTruck, Inc.",realtruck.com,https://www.linkedin.com/company/realtruckinc,Motor Vehicle Manufacturing,Privately Held,5001-10000,37465,,Ann Arbor,Michigan,United States,https://realtruck.com/about-realtruck
Indian Motorcycle Company,indianmotorcycle.com,https://www.linkedin.com/company/indian-motorcycle-company,Motor Vehicle Manufacturing,Public Company,1001-5000,37111,1901,Spirit Lake,Iowa,United States,https://www.indianmotorcycle.com
TREMEC,tremec.com,https://www.linkedin.com/company/tremec---transmission-technologies-corporation,Motor Vehicle Manufacturing,Public Company,1001-5000,36839,1964,Novi,Michigan,United States,https://www.tremec.com
"MAT Holdings, Inc.",matholdingsinc.com,https://www.linkedin.com/company/mat-holdings-inc-,Motor Vehicle Manufacturing,Privately Held,10001+,36696,1984,Long Grove,Illinois,United States,https://www.matholdingsinc.com
Pierce Manufacturing,piercemfg.com,https://www.linkedin.com/company/pierce-manufacturing,Motor Vehicle Manufacturing,Public Company,1001-5000,36454,1913,Appleton,Wisconsin,United States,https://www.piercemfg.com
"REV Group, Inc",revgroup.com,https://www.linkedin.com/company/rev-group-inc,Motor Vehicle Manufacturing,Public Company,5001-10000,36304,,Brookfield,Wisconsin,United States,https://careers.revgroup.com
Honda of Canada Mfg.,indeed.com,https://www.linkedin.com/company/honda-of-canada-mfg,Motor Vehicle Manufacturing,Public Company,1001-5000,36258,1986,Alliston,Ontario,Canada,https://ca.indeed.com/cmp/honda-of-canada-mfg-3/jobs
Toyo Tires,toyotires.com,https://www.linkedin.com/company/toyo-tires,Motor Vehicle Manufacturing,Privately Held,1001-5000,35726,1966,Costa Mesa,California,United States,https://www.toyotires.com
Hunter Engineering Company,hunter.com,https://www.linkedin.com/company/hunter-engineering,Automotive,Privately Held,1001-5000,35750,1946,Bridgeton,Missouri,United States,https://www.hunter.com
"Sumitomo Electric Wiring Systems, Inc.",sewsus.com,https://www.linkedin.com/company/sumitomo-electric-wiring-systems,Motor Vehicle Manufacturing,Privately Held,1001-5000,34711,1986,Bowling Green,Kentucky,United States,https://www.sewsus.com
Club Car,clubcar.com,https://www.linkedin.com/company/club-car,Motor Vehicle Manufacturing,Public Company,1001-5000,34064,,Augusta,Georgia,United States,https://www.clubcar.com
Srg Global,srgglobal.com,https://www.linkedin.com/company/srg-global-inc,Motor Vehicle Manufacturing,Privately Held,5001-10000,33955,,Troy,Michigan,United States,https://www.srgglobal.com
Toyoda Gosei Americas,toyodagosei.com,https://www.linkedin.com/company/toyoda-gosei,Motor Vehicle Manufacturing,Public Company,10001+,33048,1986,Troy,Michigan,United States,https://www.toyodagosei.com
Hankook Tire America Corp.,hankooktire.com,https://www.linkedin.com/company/hankook-tire-america-corp.,Motor Vehicle Manufacturing,Public Company,10001+,32759,1941,Nashville,Tennessee,United States,https://hankooktire.com/us
Agrati Group,agrati.com,https://www.linkedin.com/company/agrati-group,Motor Vehicle Parts Manufacturing,Privately Held,1001-5000,32382,1939,Veduggio Con Colzano,Manitoba,Canada,https://www.agrati.com
Stant,stant.com,https://www.linkedin.com/company/stant-corporation,Motor Vehicle Manufacturing,Privately Held,501-1000,32160,1898,Connersville,Indiana,United States,https://www.stant.com
"Hyundai America Technical Center, Inc. (HATCI)",hatci.com,https://www.linkedin.com/company/hatci,Motor Vehicle Manufacturing,Privately Held,501-1000,30737,,Superior Township,Michigan,United States,https://www.hatci.com
ZEN S.A.,zensa.com.br,https://www.linkedin.com/company/zensaglobal,Motor Vehicle Parts Manufacturing,Privately Held,501-1000,30244,1960,Brusque,South Carolina,United States,https://www.zensa.com.br
Henniges Automotive,hennigesautomotive.com,https://www.linkedin.com/company/henniges-automotive,Motor Vehicle Manufacturing,Privately Held,5001-10000,29887,,Auburn Hills,Michigan,United States,https://www.hennigesautomotive.com
GILLIG,gillig.com,https://www.linkedin.com/company/gillig-llc,Motor Vehicle Manufacturing,Privately Held,501-1000,29538,1890,Livermore,California,United States,https://www.gillig.com
AUTOKINITON,autokiniton.com,https://www.linkedin.com/company/autokiniton,Motor Vehicle Manufacturing,Privately Held,5001-10000,29502,2018,New Boston,Michigan,United States,https://www.autokiniton.com
K&n Engineering,knfilters.com,https://www.linkedin.com/company/k&n-engineering,Motor Vehicle Manufacturing,Privately Held,501-1000,29139,1969,Riverside,California,United States,https://www.knfilters.com
Stackpole International,johnsonelectric.com,https://www.linkedin.com/company/stackpole-international,Automotive,Public Company,10001+,28446,,Ancaster,Ontario,Canada,https://www.johnsonelectric.com
Dilawri Group of Companies,dilawri.ca,https://www.linkedin.com/company/dilawri-automotive-group,Motor Vehicle Manufacturing,Privately Held,1001-5000,28198,1985,Toronto,Ontario,Canada,https://www.dilawri.ca
Tire Rack,tirerack.com,https://www.linkedin.com/company/tire-rack,Motor Vehicle Manufacturing,Privately Held,501-1000,28039,1979,South Bend,Indiana,United States,https://www.tirerack.com
Sage Automotive Interiors,sageautomotiveinteriors.com,https://www.linkedin.com/company/sage-automotive-interiors,Motor Vehicle Manufacturing,Privately Held,1001-5000,27999,,Greenville,South Carolina,United States,https://www.sageautomotiveinteriors.com
Holley,holley.com,https://www.linkedin.com/company/holley,Motor Vehicle Parts Manufacturing,Public Company,1001-5000,27995,1903,Nashville,Tennessee,United States,https://www.holley.com
Woodbridge,woodbridgegroup.com,https://www.linkedin.com/company/woodbridge,Motor Vehicle Manufacturing,Privately Held,5001-10000,27927,1978,Mississauga,Ontario,Canada,https://www.woodbridgegroup.com
JTEKT North America Corporation,jtekt-na.com,https://www.linkedin.com/company/jtekt-corporation,Motor Vehicle Parts Manufacturing,Public Company,5001-10000,27478,2006,Greenville,South Carolina,United States,https://www.jtekt-na.com
Nova Bus,novabus.com,https://www.linkedin.com/company/nova-bus,Motor Vehicle Manufacturing,Privately Held,1001-5000,27090,1993,Saint-eustache,Québec,Canada,https://novabus.com
MagnaFlow Group,magnaflow.com,https://www.linkedin.com/company/car-sound-exhausts-inc.,Automotive,Privately Held,501-1000,26860,1981,Oceanside,California,United States,https://www.magnaflow.com
MagnaFlow Group,,https://www.linkedin.com/company/magnaflow-group,Automotive,Privately Held,501-1000,26781,,Oceanside,California,United States,https://www.magnaflow.com
Challenge Manufacturing,challenge-mfg.com,https://www.linkedin.com/company/challenge-mfg-company,Motor Vehicle Manufacturing,Privately Held,1001-5000,26703,,Walker,Michigan,United States,https://www.challenge-mfg.com
"THOR Industries, Inc.",thorindustries.com,https://www.linkedin.com/company/thor-industries,Motor Vehicle Manufacturing,Public Company,10001+,26672,1980,Elkhart,Indiana,United States,https://www.thorindustries.com
Sailun Tire Americas,sailuntireamericas.com,https://www.linkedin.com/company/sailun-tire-company,Motor Vehicle Parts Manufacturing,Public Company,1001-5000,26338,,Toronto,Ontario,Canada,https://sailuntireamericas.com
SK battery America,skbatteryamerica.com,https://www.linkedin.com/company/skbatteryamerica,Motor Vehicle Parts Manufacturing,Privately Held,1001-5000,25895,2019,Commerce,Georgia,United States,https://www.skbatteryamerica.com
"BBB Industries, LLC",bbbind.com,https://www.linkedin.com/company/bbbindustries,Motor Vehicle Manufacturing,Privately Held,10001+,25449,,Daphne,Alabama,United States,https://www.terrepower.com
Ari,arifleet.com,https://www.linkedin.com/company/ari,Motor Vehicle Manufacturing,Privately Held,1001-5000,25236,1948,Mount Laurel,New Jersey,United States,https://www.arifleet.com
