name,domain,linkedin_url,industry,type,size,followers,founded_year,hq_city,hq_state,hq_country,website
PTI-QCS,ptiqcs.com,https://www.linkedin.com/company/pti-qcs,Motor Vehicle Manufacturing,Privately Held,1001-5000,7361,2001,Detroit,Michigan,United States,https://www.ptiqcs.com
Diamond C Trailers,diamondc.com,https://www.linkedin.com/company/diamond-c-trailer-mfg.,Motor Vehicle Manufacturing,Privately Held,501-1000,7336,1985,Mt. Pleasant,Texas,United States,https://www.diamondc.com
Bmw Performance Center,bmwperformancecenter.com,https://www.linkedin.com/company/bmw-performance-center,Automotive,Privately Held,1001-5000,7320,1999,Greer,South Carolina,United States,https://bmwperformancecenter.com
Cox Automotive Canada,coxautoinc.ca,https://www.linkedin.com/company/cox-automotive-canada,Motor Vehicle Manufacturing,Privately Held,1001-5000,7316,-,Mississauga,Ontario,Canada,https://www.coxautoinc.ca
Lincoln Industries,lincolnindustries.com,https://www.linkedin.com/company/lincolnindustries,Motor Vehicle Manufacturing,Privately Held,1001-5000,7302,1952,Lincoln,Nebraska,United States,https://www.lincolnindustries.com
Mayco International,maycointernational.com,https://www.linkedin.com/company/mayco-international,Automotive,Privately Held,1001-5000,7293,2006,Sterling Heights,Michigan,United States,https://www.maycointernational.com/company
Jasper Engines & Transmissions,jasperengines.com,https://www.linkedin.com/company/jasper-engines-&-transmissions,Motor Vehicle Manufacturing,Privately Held,1001-5000,7227,1942,Jasper,Indiana,United States,https://www.jasperengines.com
Piston Group,pistongroup.com,https://www.linkedin.com/company/piston-group,Motor Vehicle Manufacturing,Privately Held,10001+,7224,1996,Southfield,Michigan,United States,https://www.pistongroup.com
Angstrom NA LLC,angstrom-usa.com,https://www.linkedin.com/company/angstrom-automotive-group-llc,Motor Vehicle Parts Manufacturing,Privately Held,5001-10000,7159,1999,Taylor,Michigan,United States,https://www.angstrom-usa.com
Wmg Technologies,wmgtec.com,https://www.linkedin.com/company/wmg-tec,Motor Vehicle Manufacturing,Privately Held,1001-5000,7158,-,Windsor,Ontario,Canada,https://wmgtec.com
Strattec Security Corporation,strattec.com,https://www.linkedin.com/company/strattec-security-corporation,Automotive,Public Company,1001-5000,7101,1908,Milwaukee,Wisconsin,United States,https://www.strattec.com
Angstrom NA LLC,-,https://www.linkedin.com/company/angstrom-na,Motor Vehicle Parts Manufacturing,Privately Held,5001-10000,7073,1999,Southfield,Michigan,United States,https://www.angstrom-usa.com
Murgado Automotive Group,murgadoautomotivegroup.com,https://www.linkedin.com/company/murgadoautomotivegroup,Motor Vehicle Manufacturing,Privately Held,1001-5000,7058,2001,Miami,Florida,United States,https://www.murgadoautomotivegroup.com
Angstrom NA LLC,-,https://www.linkedin.com/company/angstrom-automotive,Motor Vehicle Parts Manufacturing,Privately Held,5001-10000,7006,1999,Southfield,Michigan,United States,https://www.angstrom-usa.com
Fleetwood Family,revrvgroup.com,https://www.linkedin.com/company/fleetwoodfamily,Motor Vehicle Manufacturing,Privately Held,1001-5000,6967,-,Decatur,Indiana,United States,https://www.revrvgroup.com
LaFontaine Automotive Group,familydeal.com,https://www.linkedin.com/company/lafontaine-automotive-group,Motor Vehicle Manufacturing,Self-Owned,1001-5000,6972,1980,Highland,Michigan,United States,https://www.familydeal.com
Hayes Performance Systems,hayesperformance.com,https://www.linkedin.com/company/hayesperformancesystems,Motor Vehicle Manufacturing,Privately Held,501-1000,6953,1946,Mequon,Wisconsin,United States,https://hayesperformance.com
Affinia,mann-hummel.com,https://www.linkedin.com/company/affinia,Automotive,Privately Held,5001-10000,6950,2004,Gastonia,North Carolina,United States,https://www.mann-hummel.com
Windsor Machine Group,windsormachine.com,https://www.linkedin.com/company/windsor-machine-group,Motor Vehicle Manufacturing,Privately Held,1001-5000,6918,1946,Windsor,Ontario,Canada,https://www.windsormachine.com
Dlhbowles,dlhbowles.com,https://www.linkedin.com/company/dlhbowles,Motor Vehicle Parts Manufacturing,Public Company,1001-5000,6895,1961,Columbia,Maryland,United States,https://dlhbowles.com
Ethos Group,ethosgroup.com,https://www.linkedin.com/company/ethosgroup,Business Consulting and Services,Privately Held,501-1000,7138,1996,Irving,Texas,United States,https://ethosgroup.com
Toyotetsu North America,tiw.co.jp,https://www.linkedin.com/company/toyotetsu-north-america,Motor Vehicle Manufacturing,Privately Held,5001-10000,6881,1946,Somerset,Kentucky,United States,https://www.tiw.co.jp/en
Wolverine Advanced Materials,wamglobal.com,https://www.linkedin.com/company/wolverine-advanced-materials,Motor Vehicle Manufacturing,Privately Held,501-1000,6807,-,Dearborn,Michigan,United States,https://www.wamglobal.com
Big Wheel,bigwheel.com,https://www.linkedin.com/company/bigwheel,Automotive,Privately Held,501-1000,6782,2011,Sonoma,California,United States,https://bigwheel.com
Ficosa North America,ficosa.com,https://www.linkedin.com/company/ficosa-north-america,Motor Vehicle Manufacturing,Privately Held,5001-10000,6750,1949,Detroit,-,United States,https://www.ficosa.com/wps/wcm/connect/ficosawcm/webpublica_en
PJ Trailers,pjtrailers.com,https://www.linkedin.com/company/pj-trailers,Motor Vehicle Manufacturing,Privately Held,1001-5000,6632,1991,Sumner,Texas,United States,https://www.pjtrailers.com
JVIS USA,jvis.us,https://www.linkedin.com/company/jvisusallc,Motor Vehicle Manufacturing,Privately Held,1001-5000,6634,1991,Shelby Township,Michigan,United States,https://jvis.us
Autopart International,autopartintl.com,https://www.linkedin.com/company/autopart-international,Automotive,Privately Held,1001-5000,6602,1957,Norton,Massachusetts,United States,https://autopartintl.com
Axletech,axletech.com,https://www.linkedin.com/company/axletech,Motor Vehicle Manufacturing,Privately Held,501-1000,6591,-,Troy,Michigan,United States,https://www.axletech.com
Icahn Automotive,icahnautomotive.com,https://www.linkedin.com/company/icahn-automotive,Automotive,Privately Held,1001-5000,6544,-,Philadelphia,Pennsylvania,United States,https://www.icahnautomotive.com
Driving Force Fleet Solutions,drivingforce.com,https://www.linkedin.com/company/driving-force,Automotive,Privately Held,501-1000,6511,1978,Edmonton,Alberta,Canada,https://www.drivingforce.com
Volkswagen Chattanooga Operations,volkswagengroupofamerica.com,https://www.linkedin.com/company/volkswagen-chattanooga,Motor Vehicle Manufacturing,Public Company,5001-10000,6490,2008,Chattanooga,Tennessee,United States,https://www.volkswagengroupofamerica.com/chattanooga-facts
Piston Interiors,irvinproducts.com,https://www.linkedin.com/company/piston-interiors-llc,Automotive,Privately Held,5001-10000,6444,1922,Pontiac,Michigan,United States,https://www.irvinproducts.com
"Advics North America, Inc",advics-na.com,https://www.linkedin.com/company/advics-na,Motor Vehicle Manufacturing,Privately Held,1001-5000,6367,2002,Lebanon,Ohio,United States,https://www.advics-na.com
McGard,mcgard.com,https://www.linkedin.com/company/mcgard,Automotive,Privately Held,501-1000,6366,1964,Orchard Park,New York,United States,https://www.mcgard.com
"Bestop, Inc.",bestop.com,https://www.linkedin.com/company/bestop-inc,Automotive,Privately Held,501-1000,6353,1954,Louisville,Colorado,United States,https://www.bestop.com
Dominion Dealer Solutions,drivedominion.com,https://www.linkedin.com/company/dominion-dealer-solutions,Motor Vehicle Manufacturing,Privately Held,501-1000,6320,2006,Norfolk,Virginia,United States,https://www.drivedominion.com
"Stanley Electric U.S. Co., Inc",stanleyelectricus.com,https://www.linkedin.com/company/stanley-electric-u.s.-co.-inc.,Automotive,Public Company,1001-5000,6319,1979,London,Ohio,United States,https://stanleyelectricus.com/index.php
Ed Morse Automotive Group,edmorse.com,https://www.linkedin.com/company/ed-morse-automotive-group,Motor Vehicle Manufacturing,Privately Held,1001-5000,6293,1946,Delray Beach,Florida,United States,https://www.edmorse.com/careers
Ground Effects Ltd,gfxltd.com,https://www.linkedin.com/company/groundeffectsltd,Motor Vehicle Manufacturing,Privately Held,501-1000,6272,1986,Tecumseh,Ontario,Canada,https://www.gfxltd.com
"Gemini Group, Inc.",geminigroup.net,https://www.linkedin.com/company/gemini-group-inc,Automotive,Privately Held,1001-5000,6274,1976,Bad Axe,Michigan,United States,https://geminigroup.net
"Dynamic Manufacturing, Inc.",dynamicmanufacturinginc.com,https://www.linkedin.com/company/dynamic-manufacturing-inc-,Motor Vehicle Manufacturing,Privately Held,1001-5000,6259,1955,Hillside,Illinois,United States,https://www.dynamicmanufacturinginc.com
Carstar Canada,carstar.ca,https://www.linkedin.com/company/carstarcanada,Motor Vehicle Manufacturing,Public Company,1001-5000,6233,-,Hamilton,Ontario,Canada,https://www.carstar.ca
Piston Automotive,pistonautomotive.com,https://www.linkedin.com/company/piston-automotive,Motor Vehicle Manufacturing,Privately Held,501-1000,6240,1996,Redford,Michigan,United States,https://www.pistonautomotive.com
Katzkin Leather Inc.,katzkin.com,https://www.linkedin.com/company/katzkin-leather-inc-,Motor Vehicle Manufacturing,Privately Held,501-1000,6217,1983,Montebello,California,United States,https://katzkin.com
American Auto Shield,americanautoshield.com,https://www.linkedin.com/company/american-auto-shield-llc,Motor Vehicle Manufacturing,Privately Held,501-1000,6200,2002,Lakewood,Colorado,United States,https://americanautoshield.com
America's Group,americasaa.com,https://www.linkedin.com/company/americasaa,Motor Vehicle Manufacturing,Privately Held,1001-5000,6142,2010,Carmel,Indiana,United States,https://www.americasaa.com
U.S. AutoForce,usautoforce.com,https://www.linkedin.com/company/u.s.-autoforce,Motor Vehicle Manufacturing,Privately Held,1001-5000,6144,-,Appleton,Wisconsin,United States,https://www.usautoforce.com
Newmar Corporation,newmarcorp.com,https://www.linkedin.com/company/newmar,Motor Vehicle Manufacturing,Public Company,1001-5000,6085,1968,Nappanee,Indiana,United States,https://www.newmarcorp.com
Ksr International Inc,ksrint.com,https://www.linkedin.com/company/ksr-international,Motor Vehicle Manufacturing,Privately Held,1001-5000,6082,1948,Ridgetown,Ontario,Canada,https://ksrint.com
Fleetguard,fleetguard.com,https://www.linkedin.com/company/fleetguardfiltration,Automotive,Public Company,10001+,6081,1963,Nashville,Tennessee,United States,https://www.fleetguard.com
"Dee Zee, Inc",deezee.com,https://www.linkedin.com/company/dee-zee-inc,Motor Vehicle Parts Manufacturing,Privately Held,1001-5000,6075,1977,Des Moines,Iowa,United States,https://www.deezee.com
Jim Ellis Automotive Group,jimellis.com,https://www.linkedin.com/company/jimellisautomotive,Automotive,Privately Held,1001-5000,6045,1971,Atlanta,Georgia,United States,https://www.jimellis.com
The Faulkner Organization,faulknertobesure.com,https://www.linkedin.com/company/the-faulkner-organization,Motor Vehicle Manufacturing,Privately Held,1001-5000,6044,1932,Trevose,Pennsylvania,United States,https://www.faulknertobesure.com
Spartan Emergency Response,spartaner.com,https://www.linkedin.com/company/spartan-er,Automotive,Public Company,501-1000,6043,-,Charlotte,Michigan,United States,https://www.spartaner.com
Gibbs Die Casting Corporation,gibbsdc.com,https://www.linkedin.com/company/gibbs-die-casting-corporation,Motor Vehicle Manufacturing,Privately Held,501-1000,6029,1965,Henderson,Kentucky,United States,https://www.gibbsdc.com
Evocharge,evocharge.com,https://www.linkedin.com/company/evocharge,Motor Vehicle Manufacturing,Privately Held,501-1000,5912,2009,Eden Prairie,Minnesota,United States,https://evocharge.com
Germain Motor Company,germaincars.com,https://www.linkedin.com/company/germain-motor-company,Automotive,Privately Held,1001-5000,5865,1947,Columbus,Ohio,United States,https://www.germaincars.com
"ArtiFlex Manufacturing, Inc",artiflexmfg.com,https://www.linkedin.com/company/artiflex-manufacturing-inc,Motor Vehicle Manufacturing,Privately Held,501-1000,5796,2011,Grand Rapids,Michigan,United States,https://www.artiflexmfg.com
"Keystone Automotive Industries, Inc",keystone-auto.com,https://www.linkedin.com/company/keystone-automotive,Motor Vehicle Manufacturing,Public Company,5001-10000,5766,1947,Chicago,Illinois,United States,https://www.keystone-auto.com
Tiffin Motorhomes,tiffinmotorhomes.com,https://www.linkedin.com/company/tiffin-motorhomes,Motor Vehicle Manufacturing,Public Company,1001-5000,5764,1972,Red Bay,Alabama,United States,https://www.tiffinmotorhomes.com
JOST International,jostinternational.com,https://www.linkedin.com/company/jost-international,Motor Vehicle Manufacturing,Public Company,501-1000,5737,1952,Grand Haven,Michigan,United States,https://www.jostinternational.com
Auto-Wares Group Of Companies,autowares.com,https://www.linkedin.com/company/auto-wares-group,Automotive,Privately Held,1001-5000,5719,1976,Grand Rapids,Michigan,United States,https://www.autowares.com
Ford Global Fleet Sales,fordglobalfleetsales.com,https://www.linkedin.com/company/fordglobalfleetsales,Automotive,Privately Held,5001-10000,5690,1985,Farmington Hills,Michigan,United States,https://fordglobalfleetsales.com
WEINS Auto Group,weinsautogroup.com,https://www.linkedin.com/company/weins-auto-group,Motor Vehicle Manufacturing,Privately Held,501-1000,5689,-,Markham,Ontario,Canada,https://www.weinsautogroup.com
The Herb Chambers Companies,herbchambers.com,https://www.linkedin.com/company/the-herb-chambers-companies-,Motor Vehicle Manufacturing,Privately Held,1001-5000,5663,1985,Somerville,Massachusetts,United States,https://www.herbchambers.com
ADESA,adesa.com,https://www.linkedin.com/company/adesa-u-s,Automotive,Public Company,1001-5000,5595,1989,Carmel,Indiana,United States,https://www.adesa.com
The Suburban Collection,suburbancollection.com,https://www.linkedin.com/company/suburbancollection,Motor Vehicle Manufacturing,Public Company,1001-5000,5595,1948,Troy,Michigan,United States,https://www.suburbancollection.com
Mobis Parts America,mobis.co.kr,https://www.linkedin.com/company/mobis-parts-america,Motor Vehicle Manufacturing,Privately Held,1001-5000,5418,2009,Fountain Valley,California,United States,https://en.mobis.co.kr/main/index.do
Boyd Group Services Inc.,boydgroup.com,https://www.linkedin.com/company/the-boyd-group-inc,Motor Vehicle Manufacturing,Public Company,5001-10000,5443,-,Winnipeg,Manitoba,Canada,https://www.boydgroup.com
Dealer Specialties,dealerspecialties.com,https://www.linkedin.com/company/dealer-specialties,Motor Vehicle Manufacturing,Privately Held,501-1000,5383,1989,Monroe,Ohio,United States,https://www.dealerspecialties.com
ATC,atcreman.com,https://www.linkedin.com/company/atc-drivetrain,Motor Vehicle Parts Manufacturing,Privately Held,1001-5000,5361,-,Oklahoma City,Oklahoma,United States,https://www.atcreman.com
SLPT,slpt.com,https://www.linkedin.com/company/slptautomotive,Motor Vehicle Manufacturing,Public Company,501-1000,5342,-,Warren,Michigan,United States,https://www.slpt.com
HI-LEX North America,hi-lex.com,https://www.linkedin.com/company/hi-lex-controls-inc-,Motor Vehicle Parts Manufacturing,Public Company,10001+,5320,1946,Rochester Hills,Michigan,United States,https://www.hi-lex.com
Creative Liquid Coatings,creativeliquidcoatings.com,https://www.linkedin.com/company/creative-liquid-coatings,Motor Vehicle Manufacturing,Privately Held,501-1000,5315,1994,Kendallville,Indiana,United States,https://creativeliquidcoatings.com
"America's CAR-MART, Inc.",car-mart.com,https://www.linkedin.com/company/america's-car-mart-inc.,Motor Vehicle Manufacturing,Public Company,1001-5000,5315,1981,Rogers,Arkansas,United States,https://www.car-mart.com
KYB Americas Corporation,kyb.com,https://www.linkedin.com/company/kyb-manufacturing-na-inc.,Automotive,Privately Held,501-1000,5291,1919,Greenwood,Indiana,United States,https://www.kyb.com
Maclean-Fogg Component Solutions,macleanfoggcs.com,https://www.linkedin.com/company/maclean-fogg-component-solutions,Motor Vehicle Manufacturing,Privately Held,1001-5000,5281,1925,Mundelein,Illinois,United States,https://www.macleanfoggcs.com
FullSpeed Automotive,fullspeedautomotive.com,https://www.linkedin.com/company/fullspeedautomotive,Motor Vehicle Manufacturing,Privately Held,10001+,5201,1978,Greenwood Village,Colorado,United States,https://fullspeedautomotive.com
Miniature Precision Components,novaresteam.com,https://www.linkedin.com/company/miniature-precision-components,Automotive,Privately Held,10001+,5200,1972,Walworth,Wisconsin,United States,https://www.novaresteam.com
Solera Repair Solutions,identifix.com,https://www.linkedin.com/company/solera-repair-solutions,Automotive,Privately Held,1001-5000,5163,-,Westlake,Texas,United States,https://www.identifix.com
"Tire Centers, Llc",tbccorp.com,https://www.linkedin.com/company/tire-centers-llc,Automotive,Privately Held,1001-5000,5153,-,Duncan,South Carolina,United States,https://www.tbccorp.com/wholesale-brands
Yorozu Automotive Of Tn And Al,yorozu-corp.co.jp,https://www.linkedin.com/company/yorozu-automotive-us,Motor Vehicle Manufacturing,Public Company,501-1000,5132,1986,Morrison,Tennessee,United States,https://www.yorozu-corp.co.jp/en
Dch Auto Group,dchautogroup.com,https://www.linkedin.com/company/dch-auto-group,Motor Vehicle Manufacturing,Privately Held,1001-5000,5067,1977,South Amboy,New Jersey,United States,https://www.dchautogroup.com
Chief Collision Technology,chieftechnology.com,https://www.linkedin.com/company/chief-collision-technologies,Motor Vehicle Manufacturing,Public Company,1001-5000,5061,1972,Madison,Indiana,United States,https://rotarysolutions.com/brand/chief-collision-technology
Penske Vehicle Services,penskevehicleservices.com,https://www.linkedin.com/company/penskevehicleservices,Motor Vehicle Manufacturing,Privately Held,501-1000,4983,1986,Troy,Michigan,United States,https://www.penskevehicleservices.com
Braman Miami,bramanmiami.com,https://www.linkedin.com/company/braman-miami,Motor Vehicle Manufacturing,Privately Held,501-1000,4982,-,Miami,Florida,United States,https://www.bramanmiami.com
"Siddons Martin Emergency Group, Llc",siddons-martin.com,https://www.linkedin.com/company/siddons-martin,Motor Vehicle Manufacturing,Privately Held,501-1000,4959,-,Houston,Texas,United States,https://www.siddons-martin.com
MARTIN Technologies - MARTIN Motorsports,haroldmartin.com,https://www.linkedin.com/company/martin-technologies-martin-motorsports,Motor Vehicle Manufacturing,Public Company,501-1000,4938,1996,New Hudson,Michigan,United States,https://www.haroldmartin.com
Delphi Auto Parts,delphiautoparts.com,https://www.linkedin.com/company/delphi-auto-parts,Motor Vehicle Manufacturing,Public Company,10001+,4932,2009,Troy,Michigan,United States,https://delphiautoparts.com
"Aisin U.S.A. Mfg., Inc",aisinusa.com,https://www.linkedin.com/company/aisin-u.s.a.-mfg.-inc.,Automotive,Privately Held,1001-5000,4894,1987,Seymour,Indiana,United States,https://www.aisinusa.com
Advanced Vehicle Assemblies Llc,avabuilt.com,https://www.linkedin.com/company/advanced-vehicle-assemblies-llc,Motor Vehicle Manufacturing,Privately Held,501-1000,4888,-,Rochester,Michigan,United States,https://www.avabuilt.com
ETE REMAN,etereman.com,https://www.linkedin.com/company/ete-reman,Motor Vehicle Manufacturing,Privately Held,501-1000,4874,1985,Milwaukee,Wisconsin,United States,https://www.etereman.com
Jeff Wyler Automotive Family,wyler.com,https://www.linkedin.com/company/jeff-wyler-automotive-family,Automotive,Privately Held,1001-5000,4827,1973,Batavia,Ohio,United States,https://wyler.com
KUS Technology Corporation,kusauto.com,https://www.linkedin.com/company/kus,Motor Vehicle Manufacturing,Privately Held,1001-5000,4801,1984,Davie,Florida,United States,https://kusauto.com/en/index.aspx
Clemson University International Center For Automotive Research,cuicar.com,https://www.linkedin.com/school/cuicar,Automotive,Educational,1001-5000,4768,2007,Greenville,South Carolina,United States,https://cuicar.com
Cummins Power South,cumminspowersouth.com,https://www.linkedin.com/company/cummins-power-south,Motor Vehicle Manufacturing,Privately Held,501-1000,4685,2006,Atlanta,Georgia,United States,https://www.cumminspowersouth.com
Mssc,msscna.com,https://www.linkedin.com/company/mssc,Automotive,Privately Held,501-1000,4639,1895,Troy,Michigan,United States,https://www.msscna.com
Peterson Manufacturing Co,pmlights.com,https://www.linkedin.com/company/peterson-manufacturing-co,Motor Vehicle Manufacturing,Privately Held,501-1000,4614,1945,Grandview,Missouri,United States,https://www.pmlights.com
Kauffman Tire,kauffmantire.com,https://www.linkedin.com/company/kauffman-tire,Automotive,Privately Held,501-1000,4594,1936,Ellenwood,Georgia,United States,https://www.kauffmantire.com
"MIDWAY PRODUCTS GROUP, INC.",midwayproducts.com,https://www.linkedin.com/company/midway-products-group,Automotive,Privately Held,1001-5000,4571,1956,Monroe,Michigan,United States,https://www.midwayproducts.com
Nippon Seiki North America,nsna.com,https://www.linkedin.com/company/n.s.-international-ltd,Automotive,Public Company,1001-5000,4565,-,Troy,Michigan,United States,https://www.nsna.com
"Covercraft Industries, Llc",covercraft.com,https://www.linkedin.com/company/covercraft-industries,Motor Vehicle Manufacturing,Privately Held,501-1000,4546,1965,Pauls Valley,Oklahoma,United States,https://www.covercraft.com
Super Star Car Wash,superstarcarwash.com,https://www.linkedin.com/company/super-star-car-wash,Motor Vehicle Manufacturing,Privately Held,501-1000,4546,1993,Phoenix,Arizona,United States,https://www.superstarcarwash.com
Solero Technologies,solerotechnologies.com,https://www.linkedin.com/company/solerotechnologies,Motor Vehicle Manufacturing,Privately Held,1001-5000,4537,-,Rochester Hills,Michigan,United States,https://solerotechnologies.com
Marwood International Inc.,marwoodinternational.com,https://www.linkedin.com/company/marwood-international-inc,Automotive,Privately Held,501-1000,4529,1990,Tillsonburg,Ontario,Canada,https://www.marwoodinternational.com
Kme,kmefire.com,https://www.linkedin.com/company/kovatch-organization,Motor Vehicle Manufacturing,Public Company,501-1000,4524,-,Nesquehoning,Pennsylvania,United States,https://kmefire.com
Club Car Wash,clubcarwash.com,https://www.linkedin.com/company/club-car-wash,Motor Vehicle Manufacturing,Privately Held,1001-5000,4515,2006,Columbia,Missouri,United States,https://clubcarwash.com
Car-X Tire & Auto,carx.com,https://www.linkedin.com/company/car-x-auto-service,Automotive,Public Company,1001-5000,4483,1971,Schaumburg,Illinois,United States,https://www.carx.com
Forest River Bus & Van,forestriverbus.com,https://www.linkedin.com/company/forestriverbus,Motor Vehicle Manufacturing,Privately Held,501-1000,4483,-,Goshen,Indiana,United States,https://www.forestriverbus.com
Swickard Auto Group,swickard.com,https://www.linkedin.com/company/swickardautogroup,Motor Vehicle Manufacturing,Self-Owned,1001-5000,4479,2014,Las Vegas,Nevada,United States,https://www.swickard.com
Gettel Automotive Group,gettel.com,https://www.linkedin.com/company/gettel-automotive-group,Motor Vehicle Manufacturing,Privately Held,1001-5000,4458,1990,Bradenton,Florida,United States,https://gettel.com
Cavender Auto Group,cavenderautogroup.com,https://www.linkedin.com/company/cavender-auto-group,Motor Vehicle Manufacturing,Privately Held,501-1000,4457,1939,San Antonio,Texas,United States,https://www.cavenderautogroup.com
"Sumiriko Ohio, Inc",sumiriko.com,https://www.linkedin.com/company/sumiriko-ohio,Motor Vehicle Parts Manufacturing,Privately Held,501-1000,4427,1988,Bluffton,Ohio,United States,https://www.us.sumiriko.com
Twb,twbcompany.com,https://www.linkedin.com/company/twb,Motor Vehicle Manufacturing,Privately Held,501-1000,4384,1992,Monroe,Michigan,United States,https://www.twbcompany.com
Rusnak Auto Group,rusnakonline.com,https://www.linkedin.com/company/rusnak-auto-group,Motor Vehicle Manufacturing,Privately Held,501-1000,4371,-,Pasadena,California,United States,https://www.rusnakonline.com
Luther Automotive Group,lutherauto.com,https://www.linkedin.com/company/luther-automotive-group,Motor Vehicle Manufacturing,Privately Held,1001-5000,4313,1952,St. Louis Park,Minnesota,United States,https://www.lutherauto.com
"Highly Marelli USA, Inc.",highly-marelli.com,https://www.linkedin.com/company/highly-marelli-usa-inc,Automotive,Public Company,501-1000,4314,2020,Shelbyville,Tennessee,United States,https://www.highly-marelli.com
Hanania Automotive Group,hananiaautos.com,https://www.linkedin.com/company/hanania-automotive,Motor Vehicle Manufacturing,Privately Held,501-1000,4278,1984,Jacksonville,Florida,United States,https://www.hananiaautos.com
Bridgewater Interiors,bridgewater-interiors.com,https://www.linkedin.com/company/bridgewater-interiors-l.l.c.,Automotive,Partnership,1001-5000,4256,1998,Detroit,Michigan,United States,https://bridgewater-interiors.com
"Sanoh America, Inc",sanoh-america.com,https://www.linkedin.com/company/sanoh-america-inc,Automotive,Privately Held,1001-5000,4246,1987,Findlay,Ohio,United States,https://www.sanoh-america.com
Fisher Auto Parts,fisherautoparts.com,https://www.linkedin.com/company/fisher-auto-parts,Motor Vehicle Manufacturing,Privately Held,5001-10000,4238,1929,Staunton,Virginia,United States,https://www.fisherautoparts.com
Spartanburg Steel Products,spartanburgsteelproducts.com,https://www.linkedin.com/company/spartanburg-steel-products,Motor Vehicle Manufacturing,Privately Held,501-1000,4233,1962,Spartanburg,South Carolina,United States,https://www.spartanburgsteelproducts.com
Bend All Automotive Ulc,bend-all.com,https://www.linkedin.com/company/bend-all-automotive-ulc,Motor Vehicle Manufacturing,Privately Held,501-1000,4214,-,Ayr,Ontario,Canada,https://www.bend-all.com
Sheehy Auto Stores,sheehycareers.com,https://www.linkedin.com/company/sheehyautostores,Automotive,Privately Held,1001-5000,4220,1969,Fairfax,Virginia,United States,https://sheehycareers.com
Unique Fabricating,uniquefab.com,https://www.linkedin.com/company/unique-fabricating,Motor Vehicle Manufacturing,Public Company,501-1000,4208,1975,Auburn Hills,Michigan,United States,https://www.uniquefab.com
The Jim Pattison Auto Group,jpautogroup.com,https://www.linkedin.com/company/the-jim-pattison-auto-group,Motor Vehicle Manufacturing,Privately Held,501-1000,4194,1961,Surrey,British Columbia,Canada,https://www.jpautogroup.com
Joe Hudson\'s Collision Center,jhcc.com,https://www.linkedin.com/company/joe-hudson's-collision-center,Automotive,Privately Held,1001-5000,4151,1989,Pike Road,Alabama,United States,https://www.jhcc.com
Exco Technologies Limited Tsx Xtc,excocorp.com,https://www.linkedin.com/company/exco-technologies-limited,Automotive,Public Company,5001-10000,4151,-,Markham,Ontario,Canada,https://www.excocorp.com
NTW - National Tire Wholesale,ntw.com,https://www.linkedin.com/company/national-tire-wholesale,Automotive,Privately Held,1001-5000,4130,-,Palm Beach Gardens,Florida,United States,https://www.ntw.com
Milsco LLC,milsco.com,https://www.linkedin.com/company/milsco-manufacturing,Motor Vehicle Manufacturing,Privately Held,501-1000,4124,1924,Milwaukee,Wisconsin,United States,https://www.milsco.com
McGovern Automotive Group,mcgovernauto.com,https://www.linkedin.com/company/mcgovern-automotive-group,Motor Vehicle Manufacturing,Privately Held,1001-5000,4054,2016,Newton,Massachusetts,United States,https://www.mcgovernauto.com
Toyota Industries Group TACG-TICA-TIES,toyotacompressor.com,https://www.linkedin.com/company/toyota-industries-group,Motor Vehicle Parts Manufacturing,Public Company,1001-5000,4054,-,Pendergrass,Georgia,United States,https://toyotacompressor.com
Veritas,hdt-auto.com,https://www.linkedin.com/company/veritasauto,Motor Vehicle Manufacturing,Privately Held,5001-10000,4044,1849,Livonia,Michigan,United States,https://veritasauto.com
"Preferred Precision Group, Llc",ppgquality.com,https://www.linkedin.com/company/preferred-precision-group,Motor Vehicle Manufacturing,Privately Held,501-1000,3999,2011,Pell City,Alabama,United States,https://www.ppgquality.com
Rocky Mountain ATV/MC,rockymountainatvmc.com,https://www.linkedin.com/company/rocky-mountain-atv-mc,Motor Vehicle Manufacturing,Privately Held,501-1000,3997,1985,Payson,Utah,United States,https://www.rockymountainatvmc.com
Gabriel North America,gabriel.com,https://www.linkedin.com/company/gabriel-north-america,Automotive,Privately Held,1001-5000,3972,1907,Farmington Hills,Michigan,United States,https://www.gabriel.com
Inalfa Roof Systems North America,inalfa.com,https://www.linkedin.com/company/inalfa-roof-systems-north-america,Motor Vehicle Parts Manufacturing,Privately Held,1001-5000,3955,-,Auburn Hills,Michigan,United States,https://www.inalfa.com
Kett Engineering Corporation,ketteng.com,https://www.linkedin.com/company/kett-engineering-corporation,Motor Vehicle Manufacturing,Privately Held,501-1000,3954,-,Los Angeles,California,United States,https://www.ketteng.com
Galpin Motors,galpin.com,https://www.linkedin.com/company/galpin-motors-inc.-ford-lincoln-mercury-mazda-volvo-aston-martin-lotus-spyker-and-honda,Automotive,Privately Held,1001-5000,3940,1946,Los Angeles,-,United States,https://www.galpin.com
National Auto Body Council,nationalautobodycouncil.org,https://www.linkedin.com/company/national-auto-body-council,Motor Vehicle Manufacturing,-,1001-5000,3938,-,Cornelius,North Carolina,United States,https://www.nationalautobodycouncil.org
Pangeo Group,pangeo.com,https://www.linkedin.com/company/pangeo.group,Motor Vehicle Manufacturing,Privately Held,1001-5000,3921,1993,Windsor,Ontario,Canada,https://www.pangeo.com
