segment,name,domain,linkedin,naics,is_mfg,about,source
Astec-like,AVG BV,avg.eu,https://www.linkedin.com/company/avg-bv,"423830,811310,562920",False,"At AVG, we contribute to the essentials people rely on every day: places to live and work, mobility, safety, and a future-proof environment. And we do",AI Ark lookalike + NAICS filter
Astec-like,Coates,coates.com.au,https://www.linkedin.com/company/coatesau,"621111,561311,532490",False,"Since 1885, Coates has been supplying high-quality equipment to a range of industries, including construction, engineering, infrastructure, mining and",AI Ark lookalike + NAICS filter
Astec-like,Keltbray,keltbray.com,https://www.linkedin.com/company/keltbray-group,"541330,236116,237990",False,"Keltbray is a UK leading specialist engineering contractor, which offers engineering, construction, demolition, decommissioning, remediation, environm",AI Ark lookalike + NAICS filter
Astec-like,Ingevity,ingevity.com,https://www.linkedin.com/company/ingevity,"325180,424690,325998",True,"From cleaner automotive emissions to sustainable materials, Ingevity is a global specialty materials company at the forefront of delivering products t",AI Ark lookalike + NAICS filter
Astec-like,Holt of California,holtca.com,https://www.linkedin.com/company/holt-of-california,"423830,423810,532412",False,Holt of California is proud to be part of the elite global network of Caterpillar® dealers. With roots dating back to 1904—when Benjamin Holt invented,AI Ark lookalike + NAICS filter
Astec-like,Colas Canada Inc.,colascanada.ca,https://www.linkedin.com/company/colascanada-inc,"237310,237110,236220",False,"Colas Canada Inc., Canada’s leader in construction and maintenance of transportation infrastructure, is a holding and management company with operatin",AI Ark lookalike + NAICS filter
Astec-like,Lakeside Industries,lakesideindustries.com,https://www.linkedin.com/company/lakeside-industries,"237310,238110,324121",True,As a family-owned asphalt paving company Lakeside Industries has been proud to provide exceptional products and services for over 70 years. We are one,AI Ark lookalike + NAICS filter
Astec-like,KAEFER Australia,kaefer.com.au,https://www.linkedin.com/company/kaefer-australia,"423730,238990,238310,423620",False,"KAEFER has an es­tab­lished and wide­spread pres­ence across Aus­tralia, operating in the coun­try for nearly 40 years and globally for over 100.  Tod",AI Ark lookalike + NAICS filter
Astec-like,Performance Contractors,performance-contractors.com,https://www.linkedin.com/company/performance-contractors,"236220,541330,236210",False,"We began as a merit shop general industrial contractor back in 1979. Since then, we’ve grown to provide full-service construction through all phases o",AI Ark lookalike + NAICS filter
Astec-like,Heidelberg Materials France,heidelbergmaterials.fr,https://www.linkedin.com/company/heidelbergmaterialsfrance,"423390,327390,423810",True,"Heidelberg Materials France est la filiale française du groupe Heidelberg Materials, numéro un mondial des marchés des granulats et du béton prêt à l’",AI Ark lookalike + NAICS filter
Astec-like,Baker Construction,bakerconstruction.com,https://www.linkedin.com/company/bakerconstruction,-,False,"The nation's largest concrete contractor, Baker Construction specializes in all types of concrete construction and related solutions, including civil ",AI Ark lookalike + NAICS filter
Astec-like,E&B Paving,ebpaving.com,https://www.linkedin.com/company/e&b-paving-inc,"237310,324122",True,"E&B Paving provides world-class solutions to customers from ten area offices, 14 permanent asphalt and concrete plants, and several portable asphalt a",AI Ark lookalike + NAICS filter
Astec-like,KWS Infra,kws.nl,https://www.linkedin.com/company/kws-infra,"327999,237110,237990,423830",True,"KWS ontwerpt, bouwt, onderhoudt en beheert infrastructuur. Wegen en openbare ruimten. Over land en water. Boven en onder de grond. Als marktleider in ",AI Ark lookalike + NAICS filter
Astec-like,Wabtec Corporation,wabteccorp.com,https://www.linkedin.com/company/wabtec-corporation,"336510,561499,484121,488999",True,"Wabtec is a leading global provider of equipment, systems, digital solutions, and value-added services. Whether it's freight rail, transit, mining, in",AI Ark lookalike + NAICS filter
Astec-like,National Drilling,nationaldrilling.co.uk,https://www.linkedin.com/company/national-drilling,"237110,213112",False,"Since 1986 National Drilling has been servicing the building and construction industry. Our reliable, professional and hassle free services has earned",AI Ark lookalike + NAICS filter
Astec-like,HSS ProService Marketplace,hssproservice.com,https://www.linkedin.com/company/hss-proservice-marketplace,-,False,"Meet HSS ProService Marketplace, the most innovative building services platform in the world. Connecting thousands of buyers with hundreds sellers, wi",AI Ark lookalike + NAICS filter
Astec-like,Genie,genielift.com,https://www.linkedin.com/company/genielift,"333921,423830,336320",True,"Genie is here to deliver the quality your business needs: Durable equipment, expert support, and dependable parts. We specialize in material lifts, po",AI Ark lookalike + NAICS filter
Astec-like,TECNOMAT,tecnomat.it,https://www.linkedin.com/company/tecnomat-adeo,"423390,423720,423610",False,Tecnomat (Bricoman Italy) was founded in 2008 with a proposal designed and structured to offer professionals and small businesses a modern distributio,AI Ark lookalike + NAICS filter
Astec-like,Lafarge France,lafarge.fr,https://www.linkedin.com/company/lafarge-france,"551112,541611,236116",False,"Lafarge France opère dans quatre segments d’activités : ciment, granulats, béton prêt-à-l’emploi et  produits et solutions. Avec notre expertise, notr",AI Ark lookalike + NAICS filter
Astec-like,RK,rkindustries.com,https://www.linkedin.com/company/rkindustriesllc,"332312,236220,541330",True,"As a second-generation family-owned business, RK Industries (RK) has undergone many evolutions since its incorporation in Colorado in 1985. With roots",AI Ark lookalike + NAICS filter
Astec-like,BAUER Group,bauer.de,https://www.linkedin.com/company/bauer-group-,"237310,333248,423320",True,The BAUER Group is an international construction and machinery manufacturing concern with more than 110 subsidiaries in some 70 countries providing se,AI Ark lookalike + NAICS filter
Astec-like,EquipmentShare,equipmentshare.com,https://www.linkedin.com/company/equipmentshare,"423440,423810",False,"EquipmentShare is a nationwide construction technology company that combines smart jobsite technology with equipment rental, retail, and service offer",AI Ark lookalike + NAICS filter
Astec-like,JCPS,trendmicro.com,https://www.linkedin.com/company/trend-appliance,423620,False,"Trend sells directly to builders, designers, remodelers, and other industry professionals. However, if you find us, you get pricing below retail as we",AI Ark lookalike + NAICS filter
Astec-like,Quikrete,quikrete.com,https://www.linkedin.com/company/quikrete,"327390,212312,327320",True,"The QUIKRETE® Companies is the largest manufacturer of packaged concrete and cement mixes in the United States and Canada, and an innovative leader in",AI Ark lookalike + NAICS filter
Astec-like,McConnell Dowell,mcconnelldowell.com,https://www.linkedin.com/company/mcconnell-dowell,"237310,237990,541330",False,"We are Creative Construction. We successfully deliver complex infrastructure with our customers and the community.  With over 3,000 employees and prof",AI Ark lookalike + NAICS filter
Astec-like,S:t Eriks AB,steriks.se,https://www.linkedin.com/company/steriksab,"424920,424930,323111",True,Den 31 mars 2009 gick Nordform och S:t Eriks samman och bildade ett av Sveriges ledande företag inom mark- och VA-system. Vi var två bolag som vardera,AI Ark lookalike + NAICS filter
Astec-like,Länsförsäkringar,lansforsakringar.se,https://www.linkedin.com/company/lansforsakringar,"522299,523999,522110",False,Välkommen till oss på Länsförsäkringar! Länsförsäkringsgruppen består av 23 lokala och kundägda länsförsäkringsbolag runt om i hela Sverige som tillsa,AI Ark lookalike + NAICS filter
Astec-like,Bay Ltd.,bayltd.com,https://www.linkedin.com/company/bayltd,"237990,237120",False,"Bay Ltd., with offices and operations throughout the U.S., Latin America, Canada, and other International locations, is a full-service multi-disciplin",AI Ark lookalike + NAICS filter
Astec-like,United Rentals,unitedrentals.com,https://www.linkedin.com/company/united-rentals,"532310,532412,444140",False,"United Rentals is the world’s largest equipment rental company, helping customers safely build, maintain and respond across construction, industrial, ",AI Ark lookalike + NAICS filter
Astec-like,COLAS,allinks.click,https://www.linkedin.com/company/colas,"236115,236116,236220",False,"Colas, a subsidiary of the Bouygues Group, is a major player in the construction and maintenance of transportation infrastructure and urban developmen",AI Ark lookalike + NAICS filter
Astec-like,Aramsco,aramsco.com,https://www.linkedin.com/company/aramsco,"423840,423830,424340,424350",False,"Aramsco supports the livelihoods of specialty contractors and service professionals across the U.S. and Canada. We equip each of our customers, who do",AI Ark lookalike + NAICS filter
Astec-like,EFCO Forming & Shoring Solutions,efcoforms.com,https://www.linkedin.com/company/efcoforms,"423810,332322",True,"Your Trusted Partner in Concrete Construction  At EFCO, we embrace challenges, develop Innovative solutions, and deliver Super Service with an unwaver",AI Ark lookalike + NAICS filter
Astec-like,"Brown & Root Industrial Services, LLC",brownandroot.com,https://www.linkedin.com/company/brown-and-root-industrial-services-llc,"236220,236116,532412",False,"Brown & Root Industrial Services offers the full range of industrial services – engineering, construction, maintenance, turnaround, and specialty (pai",AI Ark lookalike + NAICS filter
Astec-like,Griffith Company,griffithcompany.net,https://www.linkedin.com/company/griffith-company,"237310,236220,236210",False,"As one of California’s earliest general contractors, Griffith Company is proud to have contributed our capabilities, resources and engineering experti",AI Ark lookalike + NAICS filter
Astec-like,Magaldi Group,magaldi.com,https://www.linkedin.com/company/magaldi-group,"238290,532310,533110,333998",True,"𝗠𝗮𝗴𝗮𝗹𝗱𝗶 𝗚𝗿𝗼𝘂𝗽 | 𝗗𝗲𝗽𝗲𝗻𝗱𝗮𝗯𝗹𝗲 𝗧𝗲𝗰𝗵𝗻𝗼𝗹𝗼𝗴𝗶𝗲𝘀 𝗦𝗶𝗻𝗰𝗲 𝟭𝟵𝟮𝟵  Headquartered in Italy, Magaldi Group brings nearly a century of experience in engineering, design",AI Ark lookalike + NAICS filter
Astec-like,Biesse,biesse.com,https://www.linkedin.com/company/biesse,"423830,333248",True,"We are an international company that manufactures integrated lines and machines to process wood, glass, stone, plastic and composite materials and wha",AI Ark lookalike + NAICS filter
Astec-like,Bilfinger North America,bilfinger.com,https://www.linkedin.com/company/bilfingerinc,"236220,236210",False,"As a leading construction and maintenance provider, Bilfinger aims to enhance the efficiency of assets and lower operational costs. Our portfolio cove",AI Ark lookalike + NAICS filter
Astec-like,Basalt-Actien-Gesellschaft,basalt.de,https://www.linkedin.com/company/basaltactiengesellschaft,"324122,327320,212311,237310",True,Wir gehören zu den führenden Unternehmen der Naturstein- und Asphaltindustrie in Europa und setzen nachhaltig neue Maßstäbe in den Bereichen Recycling,AI Ark lookalike + NAICS filter
Bobcat-like,JCB North America,jcb.com,https://www.linkedin.com/company/jcb-north-america,"423840,423830,423810",False,"JCB is a family company founded on October 23rd, 1945, and is now one of the world’s largest privately owned manufacturers of construction, agricultur",AI Ark lookalike + NAICS filter
Bobcat-like,Wacker Neuson,wackerneuson.com,https://www.linkedin.com/company/wackerneuson,"811490,333120,423810",True,"In close cooperation with our customers, we offer products and services that surpass their high standards and fulfill their diverse requirements, whil",AI Ark lookalike + NAICS filter
Bobcat-like,"MacAllister Machinery Co., Inc.",macallister.com,https://www.linkedin.com/company/macallister-machinery-co--inc-,"423810,423120,811210,532412",False,"MacAllister Machinery is a family-owned heavy equipment solutions provider offering new & used sales, rentals, parts, service, and technology across I",AI Ark lookalike + NAICS filter
Bobcat-like,JCB,jcb.com,https://www.linkedin.com/company/jcb,"423390,423830,423810",False,JCB is one of the largest privately owned engineering and manufacturing companies in the UK and the World's third largest manufacturer of construction,AI Ark lookalike + NAICS filter
Bobcat-like,Holt of California,holtca.com,https://www.linkedin.com/company/holt-of-california,"423830,423810,532412",False,Holt of California is proud to be part of the elite global network of Caterpillar® dealers. With roots dating back to 1904—when Benjamin Holt invented,AI Ark lookalike + NAICS filter
Bobcat-like,BOMAG GmbH,bomag.com,https://www.linkedin.com/company/bomag,"333120,423810,541330,423830",True,BOMAG is the world market leader in the field of Compaction Technology. The company belongs to the FAYAT GROUP since 2005. BOMAG is a manufacture of m,AI Ark lookalike + NAICS filter
Bobcat-like,Redhead Equipment,redheadequipment.ca,https://www.linkedin.com/company/redhead-equipment,"423830,423820,532412,459999",False,"Dedicated to the industry since 1948, Redhead Equipment is one of Saskatchewan’s most diverse and trusted heavy equipment providers. We deliver the mo",AI Ark lookalike + NAICS filter
Bobcat-like,YANMAR America,yanmar.com,https://www.linkedin.com/company/yanmar-america,"423830,811310,423820",False,"YANMAR America Corporation, located in Adairsville, GA, is the regional headquarters of YANMAR Co., Ltd. a global company based in Osaka, Japan. YANMA",AI Ark lookalike + NAICS filter
Bobcat-like,Wacker Neuson Group,wackerneusongroup.com,https://www.linkedin.com/company/wacker-neuson-group,"423830,423810,444140",False,The Wacker Neuson Group is an internationally operating group of companies with over 50 affiliates and 140 sales and service stations. As a leading ma,AI Ark lookalike + NAICS filter
Bobcat-like,Komatsu Australia,komatsu.com.au,https://www.linkedin.com/company/komatsu-australia,"423810,423840,423830,551112",False,"Komatsu is an industry-leading manufacturer and supplier of equipment, technologies and services for the construction, forklift, mining, industrial an",AI Ark lookalike + NAICS filter
Bobcat-like,Kubota Tractor Corporation,kubotausa.com,https://www.linkedin.com/company/kubota-tractor-corporation,"333111,423810,423820",True,"At Kubota Tractor Corporation, we engineer solutions that empower those who shape our world. Our innovative equipment is designed with customer input ",AI Ark lookalike + NAICS filter
Bobcat-like,Komatsu North America,komatsu.com,https://www.linkedin.com/company/komatsunorthamerica,-,False,"Komatsu develops and supplies technologies, equipment and services for the construction, mining, forklift, industrial and forestry markets. For more t",AI Ark lookalike + NAICS filter
Bobcat-like,Ring Power Cat,ringpower.com,https://www.linkedin.com/company/ringpowercat,"532490,423820,459999",False,"Ring Power Corporation, North and Central Florida’s Cat® dealer, is headquartered in St. Augustine, Florida. Ring Power is comprised of eight division",AI Ark lookalike + NAICS filter
Bobcat-like,Carraro Group,carraro.com,https://www.linkedin.com/company/carraro-spa,"333613,811412,333612",True,Carraro (www.carraro.com) is a leading international Group in transmission systems for off-highway vehicles and specialised tractors. The Group’s acti,AI Ark lookalike + NAICS filter
Bobcat-like,Thompson Tractor Company,thompsontractor.com,https://www.linkedin.com/company/thompsontractor,"999990,441110,423830,423820",False,"Thompson Tractor Company, Inc. specializes in the sales, rental, leasing, service and parts for earthmoving, construction and material-handling equipm",AI Ark lookalike + NAICS filter
Bobcat-like,Linamar Corporation,linamar.com,https://www.linkedin.com/company/linamar,"332312,331513,332710",True,Linamar Corporation (TSX:LNR) is an advanced manufacturing company where the intersection of leading-edge technology and deep manufacturing expertise ,AI Ark lookalike + NAICS filter
Bobcat-like,John Deere,deere.com,https://www.linkedin.com/company/john-deere,"423820,333111,532490",True,"It doesn’t matter if you’ve never driven a tractor, mowed a lawn, or operated a dozer. With John Deere’s role in helping produce food, fiber, fuel, an",AI Ark lookalike + NAICS filter
Bobcat-like,MANITOU Group,manitou-group.com,https://www.linkedin.com/company/manitougroup,"424990,541618",False,"Commitment, reliability, passion. Our 3 core values to help you Set your future in motion.",AI Ark lookalike + NAICS filter
Bobcat-like,Empire Cat,empirecat.com,https://www.linkedin.com/company/empire-southwest,"811114,423830,423810",False,"MORE THAN GREAT MACHINES®  Empire Southwest is a top authorized Caterpillar® dealer for heavy equipment and power generation throughout Arizona, Nevad",AI Ark lookalike + NAICS filter
Bobcat-like,The Toro Company,thetorocompany.com,https://www.linkedin.com/company/the-toro-company,"333111,237990,423820,459999",True,"The Toro Company represents a portfolio of global brands spanning various markets, industries and geographies with over a century of deep knowledge in",AI Ark lookalike + NAICS filter
Bobcat-like,Carter Machinery,cartermachinery.com,https://www.linkedin.com/company/carter-machinery,"423830,423810,532412",False,"Founded in 1952, Carter Machinery is the authorized Caterpillar dealer serving Virginia, West Virginia, Maryland, Delaware and Washington D.C. through",AI Ark lookalike + NAICS filter
Bobcat-like,AGCO Corporation,agcocorp.com,https://www.linkedin.com/company/agco-corporation,"333111,522220,811412,423820",True,"AGCO (NYSE: AGCO) is a global leader in the design, manufacture and distribution of agricultural machinery and precision ag technology. AGCO delivers ",AI Ark lookalike + NAICS filter
Bobcat-like,Altec,altec.com,https://www.linkedin.com/company/altec,"333120,333923,336211,423830",True,"Altec is a leading provider of products and services to the electric utility, tree care, telecommunications and lights and signs markets. We help cust",AI Ark lookalike + NAICS filter
Bobcat-like,Caterpillar Inc.,caterpillar.com,https://www.linkedin.com/company/caterpillar-inc,"333120,333611,531390,333618",True,"For 100 years, we’ve been helping customers build a better, more sustainable world. Our innovative products and services, backed by our global dealer ",AI Ark lookalike + NAICS filter
Bobcat-like,Wagner Equipment,wagnerequipment.com,https://www.linkedin.com/company/wagner-equipment,"423810,423830,459999",False,"Wagner Equipment Co. is committed to meet your total earthmoving equipment needs. We offer you quality Caterpillar machines and engines, and also carr",AI Ark lookalike + NAICS filter
Bobcat-like,KUBOTA Manufacturing of America,kubota-kma.com,https://www.linkedin.com/company/kubota-manufacturing-of-america-corp,"333112,333924,423830,423810",True,"Established in 1988, Kubota Manufacturing of America Corporation (KMA) is headquartered in Gainesville, Georgia, a thriving industrial and agricultura",AI Ark lookalike + NAICS filter
Bobcat-like,Finning,finning.com,https://www.linkedin.com/company/finning,"423830,423810,532412",False,"Finning is the world's largest Caterpillar dealer delivering unrivalled service for over 90 years. We sell, rent and provide parts and service for equ",AI Ark lookalike + NAICS filter
Bobcat-like,Gregory Poole Equipment Company,gregorypoole.com,https://www.linkedin.com/company/gregory-poole-equipment-company,"423810,423830,811310",False,"Gregory Poole Equipment Company was founded by James Gregory Poole, Sr., and his uncle, William Lewis Gregory on April 1, 1951. With headquarters in R",AI Ark lookalike + NAICS filter
Bobcat-like,Arnold Machinery Company,arnoldmachinery.com,https://www.linkedin.com/company/arnold-machinery-company,"423110,423810,423830,811310",False,"Arnold Machinery Company is a leading equipment distributor for the mining, construction, material handling and agricultural implement industries. We ",AI Ark lookalike + NAICS filter
Bobcat-like,Magaldi Group,magaldi.com,https://www.linkedin.com/company/magaldi-group,"238290,532310,533110,333998",True,"𝗠𝗮𝗴𝗮𝗹𝗱𝗶 𝗚𝗿𝗼𝘂𝗽 | 𝗗𝗲𝗽𝗲𝗻𝗱𝗮𝗯𝗹𝗲 𝗧𝗲𝗰𝗵𝗻𝗼𝗹𝗼𝗴𝗶𝗲𝘀 𝗦𝗶𝗻𝗰𝗲 𝟭𝟵𝟮𝟵  Headquartered in Italy, Magaldi Group brings nearly a century of experience in engineering, design",AI Ark lookalike + NAICS filter
Bobcat-like,STIHL,stihl.de,https://www.linkedin.com/company/stihl,"551112,333998,532490,811310",True,"STIHL as an employer – THE REASONS WHY WE ARE HERE  STIHL is a leading international mechatronics company with over 19,000 employees worldwide. For al",AI Ark lookalike + NAICS filter
Bobcat-like,Jungheinrich UK Ltd,jungheinrich.co.uk,https://www.linkedin.com/company/jungheinrich-uk-ltd,"532490,423830,811412",False,"At Jungheinrich UK, we are not only a premium manufacturer of forklift trucks — we’re also a leading force in automated material handling transformati",AI Ark lookalike + NAICS filter
Bobcat-like,Black & Decker,blackanddecker.com,https://www.linkedin.com/company/black-&-decker,"333991,423830,332710",True,"Since our earliest days as a small Baltimore machine shop, BLACK+DECKER has remained steadfastly focused on customer needs. Learn more about how we've",AI Ark lookalike + NAICS filter
Bobcat-like,AMAZONEN-WERKE H. DREYER SE & Co. KG,amazone.net,https://www.linkedin.com/company/amazone-group,"333111,424910,423820",True,"Imprint: http://www.amazone.net/5000.asp  More than seven billion people currently live on Earth. In less than 50 years, it will be 10 billion. The us",AI Ark lookalike + NAICS filter
Bobcat-like,Weidemann GmbH,weidemann.de,https://www.linkedin.com/company/weidemann-gmbh,"333111,333120,333923,333922",True,"The internationally distinguished label Weidemann stands for 60 years of experience in developing and series manufacturing of compact Hoftracs, wheel ",AI Ark lookalike + NAICS filter
Bobcat-like,Camso,camso.co,https://www.linkedin.com/company/camso,"541715,423130,441340,326211",True,"Camso is specialized in off-road tires, wheels, rubber tracks and undercarriage systems serving the material handling, construction, agricultural and ",AI Ark lookalike + NAICS filter
Bobcat-like,Wallenius Wilhelmsen Solutions / Keen Transport,keentransport.com,https://www.linkedin.com/company/keen-transport,"484121,484110,488510",False,"Keen Transport is a national provider of heavy-haul logistics and transportation services for the construction, mining, and agriculture equipment mark",AI Ark lookalike + NAICS filter
Bobcat-like,Weiler,weilerproducts.com,https://www.linkedin.com/company/weiler,"324121,532490,423810,333131",True,"Located in Knoxville, Iowa, Weiler manufactures equipment for the paving market. Weiler equipment is based on proven designs that have a successful tr",AI Ark lookalike + NAICS filter
Bobcat-like,Tractafric Equipment,tractafric-equipment.com,https://www.linkedin.com/company/tractafric-equipment,"551112,423390",False,Vous vous interrogez sur le contenu ? Consultez le site internet de votre entreprise.,AI Ark lookalike + NAICS filter
Bobcat-like,Herc Rentals,hercrentals.com,https://www.linkedin.com/company/hercrentalsinc,"532120,532490,532310",False,"Herc Rentals is a premier, full-service equipment rental company providing customers with the equipment, services, and solutions they need to achieve ",AI Ark lookalike + NAICS filter
Bobcat-like,Ziegler Caterpillar,zieglercat.com,https://www.linkedin.com/company/ziegler-caterpillar,"335312,423820,532412",True,"Ziegler CAT is one of the largest and most successful Cat® dealers in the U.S., representing the full line of industry-leading Cat equipment, generato",AI Ark lookalike + NAICS filter
Bobcat-like,Papé Group,pape.com,https://www.linkedin.com/company/papegroup,"423810,423820,423440",False,"Keeps You Moving®  As a fourth-generation, family-owned business with more than 160 locations and 4,000 employee members, Papé serves the capital equi",AI Ark lookalike + NAICS filter
Bobcat-like,CNIM,cnim-groupe.com,https://www.linkedin.com/company/cnim,"335999,423610,541330",True,"Founded in 1856, CNIM is a French equipment manufacturer and industrial contractor operating on a worldwide basis. The Group supplies products and ser",AI Ark lookalike + NAICS filter
Bobcat-like,MacLean-Fogg,macleanfogg.com,https://www.linkedin.com/company/maclean-fogg,"326291,334417,332722,326199",True,"MacLean-Fogg is a fourth-generation, family-owned American manufacturing company headquartered in Mundelein, Illinois. Founded in 1925, the company de",AI Ark lookalike + NAICS filter
Bobcat-like,Best Line Equipment,bestline.com,https://www.linkedin.com/company/best-line-equipment,"423810,423440,532412",False,"Best Line Equipment is an industry-leading equipment rental, sales, service, and parts provider with locations in Pennsylvania and New Jersey. For ove",AI Ark lookalike + NAICS filter
Bobcat-like,Rotary Corporation,rotarycorp.com,https://www.linkedin.com/company/rotary-corporation,"332119,423120,423820,459999",True,Rotary Corporation is the world's largest supplier of aftermarket outdoor power equipment parts. Our extensive product line includes lawn mower access,AI Ark lookalike + NAICS filter
Bobcat-like,H&E Rentals,he-equipment.com,https://www.linkedin.com/company/hees,"532490,811210,532412",False,"Founded in 1961, H&E is one of the largest equipment rental companies in the nation, providing the higher standard in equipment rentals. With location",AI Ark lookalike + NAICS filter
Bobcat-like,Peterson Cat,petersoncat.com,https://www.linkedin.com/company/peterson-cat,"238990,336212,811210,423810",True,"Peterson Cat is part of Caterpillar's worldwide dealer network serving 100,000+ square miles of Northern California, Oregon, and southwest Washington.",AI Ark lookalike + NAICS filter
Bobcat-like,Danella Companies,danella.com,https://www.linkedin.com/company/danella-companies,"237110,423810,532412",False,"Danella is a leading construction company, providing infrastructure to the power, communications, water, gas, and rail industries.  UTILITY CONSTRUCTI",AI Ark lookalike + NAICS filter
Bobcat-like,Wajax,wajax.com,https://www.linkedin.com/company/wajax,"423830,423820",False,"Founded in 1858, Wajax (TSX: WJX) is one of Canada’s longest-standing and most diversified industrial products and services providers. The Corporation",AI Ark lookalike + NAICS filter
Bobcat-like,Zeppelin Group,zeppelin.com,https://www.linkedin.com/company/zeppelingroup,541330,False,"The Zeppelin Group is a global sales and service provider with extensive industry expertise in the fields of construction, drive and energy. The compa",AI Ark lookalike + NAICS filter
Bobcat-like,Textron Specialized Vehicles,txtsv.com,https://www.linkedin.com/company/e-z-go,"336110,532111,488999",True,"In 1954, in a one-room machine shop in Augusta, Georgia, the first Textron Specialized Vehicles products were born. Two brothers started with a simple",AI Ark lookalike + NAICS filter
Bobcat-like,Titan Machinery,titanmachinery.com,https://www.linkedin.com/company/titan-machinery,"423810,811412,423820,459999",False,"Titan Machinery owns and operates a network of full-service agriculture and construction equipment stores in the United States, Europe and Australia. ",AI Ark lookalike + NAICS filter
Bobcat-like,Milwaukee Tool,milwaukeetool.jobs,https://www.linkedin.com/company/milwaukee-tool,"423720,423830,423710",False,"For over 100 years, Milwaukee Tool has led the industry with innovative solutions that redefine performance, productivity, and safety for the professi",AI Ark lookalike + NAICS filter
Bobcat-like,Liebherr Mining,liebherr.com,https://www.linkedin.com/company/liebherr-mining,"551112,423810,333131",True,"Welcome to Liebherr Mining! We work closely with our customers to provide high-quality, innovative mining solutions that thrive even in the toughest c",AI Ark lookalike + NAICS filter
Bobcat-like,Terberg Special Vehicles,terbergspecialvehicles.com,https://www.linkedin.com/company/terberg-special-vehicles,"423830,423820,333131",True,"Terberg Special Vehicles, part of the Royal Terberg Group, designs and manufactures terminal tractors for intensive use in ports, inland terminals, di",AI Ark lookalike + NAICS filter
Bobcat-like,JLG Industries,jlg.com,https://www.linkedin.com/company/jlg-industries,"333923,423690,561621",True,"Our company started in 1969 when our founder, John L. Grove, set out to resolve growing safety concerns in the construction industry.   Through unpara",AI Ark lookalike + NAICS filter
Bobcat-like,Custom Truck One Source,customtruck.com,https://www.linkedin.com/company/custom-truck-one-source,"336211,423110,441110,423830",True,"Custom Truck One Source is the first true single-source provider of specialized truck and heavy equipment solutions. With sales, rentals, aftermarket ",AI Ark lookalike + NAICS filter
Bobcat-like,Barry-Wehmiller,barrywehmiller.com,https://www.linkedin.com/company/barry-wehmiller,"423830,323111,424990",True,"We’re Building A Better World.  We’re more than just a successful capital equipment and engineering solutions firm. We’re an organization fiercely c",AI Ark lookalike + NAICS filter
Bobcat-like,Warn Industries,warn.com,https://www.linkedin.com/company/warn-industries,"336390,333613,333924",True,"Warn Industries has the led the way in durable, innovative, and trusted off-road products since 1948. Our powerful winches, rock-solid bumpers and mou",AI Ark lookalike + NAICS filter
Bobcat-like,Warren CAT,warrencat.com,https://www.linkedin.com/company/warren-cat,"423120,423810,423820",False,Warren CAT: Your Dealership of Choice.  Warren CAT is one of the largest and fastest growing Caterpillar® dealerships in North America proudly serving,AI Ark lookalike + NAICS filter
Bobcat-like,Techtronic Industries - TTI,ttigroup.com,https://www.linkedin.com/company/techtronic-industries,"423810,444140,424990",False,"Techtronic Industries Company Limited (“TTI”, or the “Company”), founded in 1985 by German entrepreneur Horst Julius Pudwill, is a world leader in cor",AI Ark lookalike + NAICS filter
Bobcat-like,SMS Equipment Inc.,smsequipment.com,https://www.linkedin.com/company/sms-equipment,"423810,423830,532210",False,"SMS Equipment Inc. is the premier equipment solutions provider for the mining, construction, road construction, and forestry industries. Our world-cla",AI Ark lookalike + NAICS filter
Bobcat-like,Carry-On Trailer,carry-ontrailer.com,https://www.linkedin.com/company/carry-on-trailer,"441227,336214,532120",True,"Carry-On has a trailer built for you, no matter the task, trade or pursuit. Life is calling. Carry-On.",AI Ark lookalike + NAICS filter
Bobcat-like,Liebherr Group,liebherr.com,https://www.linkedin.com/company/liebherr,"441110,423830,423810",False,"Established in 1949, the Liebherr Group today is not only one of the biggest construction equipment manufacturers in the world, but also offers high-q",AI Ark lookalike + NAICS filter
Bobcat-like,Johnston Equipment,johnstonequipment.com,https://www.linkedin.com/company/johnston-equipment,"532490,423830,811310",False,"Johnston Equipment provides more than just material handling solutions—we help optimize your entire operation.  With decades of experience, we’re your",AI Ark lookalike + NAICS filter
Bobcat-like,TVH Parts Co.,tvh.com,https://www.linkedin.com/company/tvh-americas,"333120,423830,333923",True,"Founded in 1969, the global TVH Parts Holding group now has 90 branches selling to customers in over 180 countries. Worldwide we offer more than 1,120",AI Ark lookalike + NAICS filter
Bobcat-like,Tracsa Cat,tracsa.com.mx,https://www.linkedin.com/company/tracsacat,"336390,423830,333924",True,"As an authorized Caterpillar dealer in Western and 'Bajio' regions of Mexico, we offer an extensive range of heavy machinery and equipment for constru",AI Ark lookalike + NAICS filter
Bobcat-like,Royal Terberg Group,royalterberggroup.com,https://www.linkedin.com/company/terberg,"551112,423830,423990,811310",False,"Royal Terberg Group is active worldwide in the development, production and service of special vehicles and systems for ports, logistics and waste coll",AI Ark lookalike + NAICS filter
Bobcat-like,Wyoming Machinery Company,wyomingcat.com,https://www.linkedin.com/company/wyoming-machinery-company,"423810,423830,532412",False,Wyoming Machinery Company is the premiere Caterpillar Dealer in Wyoming and we offer the complete line of Caterpillar equipment. In addition to equipm,AI Ark lookalike + NAICS filter
